Depth,Mg
3338.955,5.473
3338.965,5.656
3338.975,5.468
3338.985,4.537
3338.995,4.162
3339.005,4.544
3339.015,4.746
3339.025,4.359
3339.035,4.266
3339.045,4.352
3339.055,4.454
3339.065,4.524
3339.075,5.027
3339.085,6.012
3339.095,6.656
3339.105,6.279
3339.115,5.876
3339.125,5.643
3339.135,5.51
3339.145,5.405
3339.155,5.134
3339.165,5.393
3339.175,5.054
3339.185,5.046
3339.195,5.363
3339.205,5.06
3339.215,4.973
3339.225,5.788
3339.235,6.668
3339.245,5.97
3339.255,4.477
3339.265,3.794
3339.275,4.848
3339.285,4.965
3339.295,5.063
3339.305,5.272
3339.315,5.423
3339.325,5.113
3339.335,4.36
3339.345,4.118
3339.355,4.432
3339.365,4.927
3339.375,5.089
3339.385,5.142
3339.395,5.395
3339.405,5.644
3339.415,5.846
3339.425,5.08
3339.435,4.332
3339.445,4.373
3339.455,5.052
3339.465,4.729
3339.475,3.907
3339.485,4.243
3339.495,4.485
3339.505,4.529
3339.515,4.118
3339.525,4.251
3339.535,5.43
3339.545,5.933
3339.555,4.925
3339.565,3.899
3339.575,4.245
3339.585,4.229
3339.595,4.022
3339.605,4.042
3339.615,4.222
3339.625,4.293
3339.635,4.472
3339.645,5.06
3339.655,5.81
3339.665,5.882
3339.675,5.962
3339.685,5.939
3339.695,5.896
3339.705,5.283
3339.715,4.622
3339.725,4.514
3339.735,4.789
3339.745,5.505
3339.755,5.42
3339.765,5.608
3339.775,6.312
3339.785,6.724
3339.795,5.942
3339.805,4.811
3339.815,5.022
3339.825,5.57
3339.835,5.22
3339.845,4.233
3339.855,3.687
3339.865,3.652
3339.875,3.138
3339.885,2.934
3339.895,3.176
3339.905,3.666
3339.915,3.976
3339.925,3.571
3339.935,3.543
3339.945,4.245
3339.955,3.917
3339.965,3.449
3339.975,3.646
3339.985,4.297
3339.995,4.335
3340.005,4.506
3340.015,4.619
3340.025,4.978
3340.035,4.68
3340.045,4.361
3340.055,4.531
3340.065,4.59
3340.075,4.386
3340.085,4.341
3340.095,4.655
3340.105,4.897
3340.115,4.594
3340.125,3.987
3340.135,3.975
3340.145,4.523
3340.155,5.041
3340.165,5.42
3340.175,5.185
3340.185,4.622
3340.195,3.735
3340.205,3.552
3340.215,3.64
3340.225,4.04
3340.235,4.035
3340.245,3.809
3340.255,3.916
3340.265,4.399
3340.275,4.527
3340.285,4.62
3340.295,4.438
3340.305,4.761
3340.315,4.841
3340.325,4.535
3340.335,5.032
3340.345,6.484
3340.355,7.193
3340.365,6.108
3340.375,5.443
3340.385,5.171
3340.395,4.994
3340.405,4.799
3340.415,5.696
3340.425,6.286
3340.435,4.629
3340.445,3.626
3340.455,4.13
3340.485,4.848
3340.495,4.987
3340.505,3.615
3340.515,3.587
3340.525,4.082
3340.535,4.373
3340.545,3.917
3340.555,2.853
3340.565,3.399
3340.575,4.477
3340.585,4.127
3340.595,3.987
3340.605,4.246
3340.615,4.215
3340.625,3.719
3340.635,3.811
3340.645,4.157
3340.655,4.324
3340.665,3.993
3340.675,3.983
3340.685,4.259
3340.695,4.073
3340.705,3.756
3340.715,3.76
3340.725,3.76
3340.735,3.935
3340.745,4.026
3340.755,4.042
3340.765,3.707
3340.775,3.624
3340.785,3.812
3340.795,3.797
3340.805,4.402
3340.815,4.553
3340.825,4.439
3340.835,4.604
3340.845,4.639
3340.855,4.532
3340.865,4.06
3340.875,3.73
3340.885,3.802
3340.895,4.473
3340.905,4.281
3340.915,3.73
3340.925,4.578
3340.935,5.551
3340.945,5.89
3340.955,6.576
3340.965,4.92
3340.975,3.662
3340.985,5.094
3340.995,4.958
3341.005,4.86
3341.015,4.661
3341.025,4.585
3341.035,4.507
3341.045,4.875
3341.055,5.126
3341.065,5.152
3341.075,4.837
3341.085,5.25
3341.095,5.713
3341.105,5.456
3341.115,5.222
3341.125,5.116
3341.135,4.662
3341.145,4.558
3341.155,3.914
3341.165,3.591
3341.175,3.872
3341.185,4.045
3341.195,4.001
3341.205,4.502
3341.215,3.878
3341.225,3.51
3341.235,3.831
3341.245,4.201
3341.255,4.235
3341.265,4.304
3341.275,4.367
3341.285,4.618
3341.295,3.805
3341.305,3.547
3341.315,3.967
3341.325,4.121
3341.335,4.955
3341.345,4.935
3341.355,4.521
3341.365,3.68
3341.375,3.417
3341.385,3.557
3341.395,3.513
3341.405,3.465
3341.415,3.437
3341.425,3.526
3341.435,3.85
3341.445,4.138
3341.455,3.991
3341.465,4.217
3341.475,5.014
3341.485,5.086
3341.495,4.465
3341.505,4.097
3341.515,4.536
3341.525,4.442
3341.535,3.812
3341.545,3.502
3341.555,4.232
3341.565,4.719
3341.575,4.308
3341.585,3.933
3341.595,3.983
3341.605,3.868
3341.615,4.036
3341.625,4.681
3341.635,4.988
3341.645,5.052
3341.655,4.368
3341.665,4.371
3341.675,4.337
3341.685,4.258
3341.695,3.994
3341.705,4.993
3341.715,5.725
3341.725,4.378
3341.735,4.084
3341.745,4.646
3341.755,4.603
3341.765,4.423
3341.775,3.669
3341.785,3.26
3341.795,3.367
3341.805,2.875
3341.815,2.448
3341.825,2.85
3341.835,3.279
3341.845,3.276
3341.855,3.689
3341.865,4.164
3341.875,4.31
3341.885,4.357
3341.895,4.328
3341.905,4.072
3341.915,3.571
3341.925,3.39
3341.935,3.222
3341.945,3.219
3341.955,2.965
3341.965,2.811
3341.975,2.713
3341.985,2.568
3342.035,5.091
3342.045,4.409
3342.055,4.556
3342.065,5.171
3342.075,5.3
3342.085,5.045
3342.095,4.832
3342.105,4.751
3342.115,5.066
3342.125,4.998
3342.135,4.949
3342.145,4.882
3342.155,5.033
3342.165,4.997
3342.175,5.032
3342.185,5.405
3342.195,5.447
3342.205,6.527
3342.215,6.115
3342.225,4.825
3342.235,3.967
3342.245,4.039
3342.255,4.439
3342.265,4.309
3342.275,3.915
3342.285,3.623
3342.295,3.501
3342.305,3.541
3342.315,4.081
3342.325,3.88
3342.335,3.388
3342.345,3.473
3342.355,3.969
3342.365,3.598
3342.375,4.086
3342.385,4.349
3342.395,3.025
3342.405,3.287
3342.415,3.745
3342.425,3.681
3342.435,3.878
3342.445,3.751
3342.455,3.779
3342.465,4.028
3342.475,4.35
3342.485,4.593
3342.495,4.444
3342.505,4.163
3342.515,4.169
3342.525,4.921
3342.535,5.401
3342.545,5.551
3342.555,5.937
3342.565,5.732
3342.575,4.949
3342.585,5.274
3342.595,5.508
3342.605,4.526
3342.615,4.548
3342.625,4.67
3342.635,4.795
3342.645,4.131
3342.655,4.187
3342.665,4.927
3342.675,4.906
3342.685,4.842
3342.695,4.994
3342.705,4.951
3342.715,5.001
3342.725,4.775
3342.755,4.537
3342.765,4.393
3342.775,5.137
3342.785,6.008
3342.795,6.032
3342.805,6.6
3342.815,6.861
3342.825,6.37
3342.835,6.103
3342.845,6.672
3342.855,6.67
3342.865,6.619
3342.875,6.722
3342.885,6.624
3342.895,5.766
3342.905,4.915
3342.915,4.048
3342.925,3.929
3342.935,3.629
3342.945,3.58
3342.955,3.837
3342.965,4.243
3342.975,4.569
3342.995,5.309
3343.005,6.316
3343.015,7.21
3343.025,8.076
3343.035,6.779
3343.045,5.718
3343.055,6.217
3343.065,5.939
3343.075,4.305
3343.085,4.068
3343.095,4.041
3343.105,3.986
3343.115,4.115
3343.125,4.133
3343.135,4.267
3343.145,4.448
3343.155,4.359
3343.165,4.086
3343.175,3.93
3343.185,4.058
3343.195,4.056
3343.205,4.114
3343.215,4.296
3343.225,4.441
3343.235,4.988
3343.245,5.134
3343.255,4.823
3343.265,4.294
3343.275,4.327
3343.285,4.068
3343.295,4.967
3343.305,6.219
3343.315,6.55
3343.325,5.075
3343.335,4.002
3343.345,3.853
3343.355,3.875
3343.365,4.146
3343.375,4.462
3343.385,4.493
3343.395,3.876
3343.405,3.755
3343.415,3.64
3343.425,3.71
3343.435,3.725
3343.445,4.759
3343.455,4.802
3343.465,4.539
3343.475,4.432
3343.485,4.34
3343.495,4.143
3343.505,4.184
3343.515,4.15
3343.525,4.3
3343.535,4.163
3343.545,3.547
3343.555,3.623
3343.565,3.506
3343.575,3.765
3343.585,3.916
3343.595,4.257
3343.605,4.254
3343.615,4.551
3343.625,4.565
3343.635,4.198
3343.645,4.12
3343.655,4.532
3343.665,4.841
3343.675,4.556
3343.685,4.2
3343.695,4.465
3343.705,4.226
3343.715,4.133
3343.725,4.394
3343.735,4.16
3343.745,3.541
3343.755,3.552
3343.765,3.642
3343.775,3.569
3343.785,3.76
3343.795,3.215
3343.805,2.693
3343.815,2.842
3343.825,3.257
3343.835,3.327
3343.845,3.526
3343.855,3.771
3343.865,3.827
3343.875,3.569
3343.885,3.558
3343.895,3.725
3343.905,3.543
3343.915,3.355
3343.925,3.589
3343.935,3.583
3343.945,3.378
3343.955,3.38
3343.965,3.314
3343.975,2.748
3343.985,2.706
3343.995,2.844
3344.005,2.862
3344.015,2.837
3344.025,3.195
3344.035,3.232
3344.045,3.324
3344.055,3.941
3344.065,3.99
3344.075,3.992
3344.085,4.109
3344.095,4.151
3344.105,3.922
3344.115,3.767
3344.125,3.873
3344.135,3.939
3344.145,3.813
3344.155,3.91
3344.165,4.89
3344.175,4.806
3344.185,4.704
3344.195,4.617
3344.205,4.341
3344.215,3.878
3344.225,3.666
3344.235,3.698
3344.245,3.619
3344.255,3.554
3344.265,3.72
3344.275,3.674
3344.285,3.582
3344.295,3.605
3344.305,4.065
3344.315,4.103
3344.325,4.013
3344.335,4.072
3344.345,3.992
3344.355,3.717
3344.365,3.684
3344.375,3.926
3344.385,3.564
3344.395,3.416
3344.405,3.974
3344.415,4.278
3344.425,4.304
3344.435,4.093
3344.445,4.004
3344.455,4.201
3344.465,4.415
3344.475,4.624
3344.485,4.501
3344.495,4.74
3344.505,4.521
3344.515,4.331
3344.525,3.828
3344.535,3.319
3344.545,3.436
3344.555,3.392
3344.565,3.447
3344.575,3.858
3344.585,3.976
3344.595,4.388
3344.605,4.842
3344.615,4.662
3344.625,4.772
3344.635,5.029
3344.645,4.53
3344.655,4.076
3344.665,4.739
3344.675,4.546
3344.685,4.236
3344.695,4.774
3344.705,4.843
3344.715,4.317
3344.725,3.874
3344.735,3.194
3344.745,3.09
3344.755,3.079
3344.765,3.187
3344.775,3.211
3344.785,3.782
3344.795,3.776
3344.805,3.586
3344.815,4.409
3344.825,4.717
3344.835,3.759
3344.845,3.817
3344.855,3.835
3344.865,3.557
3344.875,3.649
3344.885,3.526
3344.895,3.33
3344.905,3.254
3344.915,3.606
3344.925,3.88
3345.005,3.825
3345.015,3.832
3345.025,3.503
3345.035,3.303
3345.045,3.573
3345.055,3.834
3345.065,3.676
3345.075,3.417
3345.085,3.587
3345.095,3.644
3345.105,3.348
3345.115,3.473
3345.125,3.544
3345.135,3.58
3345.145,3.825
3345.155,4.492
3345.165,4.72
3345.175,4.011
3345.185,3.764
3345.195,3.915
3345.205,3.581
3345.215,3.548
3345.225,3.357
3345.235,2.706
3345.245,2.222
3345.255,2.411
3345.265,2.759
3345.275,2.789
3345.285,2.797
3345.295,3.23
3345.305,3.791
3345.315,4.03
3345.325,4.792
3345.335,5.452
3345.345,5.387
3345.355,5.37
3345.365,5.758
3345.375,5.114
3345.385,3.804
3345.395,3.683
3345.405,3.295
3345.415,3.053
3345.425,2.968
3345.435,2.992
3345.445,3.008
3345.455,2.567
3345.465,3.023
3345.475,3.264
3345.485,3.45
3345.495,3.953
3345.505,4.513
3345.515,4.346
3345.525,4.202
3345.535,4.118
3345.545,3.732
3345.555,3.171
3345.565,2.787
3345.575,2.528
3345.585,2.784
3345.595,2.792
3345.605,2.908
3345.615,3.476
3345.625,3.854
3345.635,3.836
3345.645,4.147
3345.655,4.417
3345.665,4.413
3345.675,4.065
3345.685,3.855
3345.695,4.692
3345.705,4.621
3345.715,4.168
3345.725,4.056
3345.735,3.746
3345.745,3.468
3345.755,3.494
3345.765,3.646
3345.775,3.593
3345.785,3.746
3345.795,4.176
3345.805,4.188
3345.815,4.173
3345.825,4.469
3345.835,4.741
3345.845,4.964
3345.855,4.833
3345.865,4.061
3345.875,3.354
3345.885,2.842
3345.895,3.438
3345.905,3.796
3345.915,3.996
3345.925,4.216
3345.935,4.361
3345.945,4.056
3345.955,3.627
3345.965,3.637
3345.975,3.559
3345.985,3.555
3345.995,4.038
3346.005,4.394
3346.015,4.154
3346.025,3.995
3346.035,3.791
3346.045,3.817
3346.055,3.897
3346.065,3.584
3346.075,3.319
3346.085,3.591
3346.095,3.56
3346.105,3.595
3346.115,4.349
3346.125,4.423
3346.135,4.302
3346.145,4.993
3346.155,5.376
3346.165,4.334
3346.175,3.85
3346.185,3.897
3346.195,3.693
3346.205,3.381
3346.215,3.168
3346.225,2.793
3346.235,2.426
3346.245,2.972
3346.255,3.24
3346.265,3.043
3346.275,2.829
3346.285,3.101
3346.295,3.054
3346.305,3.046
3346.315,3.556
3346.325,3.537
3346.335,3.213
3346.345,3.226
3346.355,3.696
3346.365,3.691
3346.375,3.441
3346.385,3.398
3346.395,3.561
3346.405,3.328
3346.415,2.969
3346.425,3.389
3346.435,3.412
3346.445,3.12
3346.455,2.941
3346.465,3.006
3346.475,3.341
3346.485,3.57
3346.495,3.864
3346.505,3.988
3346.515,4.127
3346.525,4.453
3346.535,4.937
3346.545,4.887
3346.555,4.784
3346.565,5.063
3346.575,4.384
3346.585,3.979
3346.595,4.722
3346.605,4.763
3346.615,3.57
3346.625,2.617
3346.635,3.035
3346.645,3.484
3346.655,3.334
3346.665,3.43
3346.675,3.525
3346.685,3.9
3346.695,4.109
3346.705,4.324
3346.725,4.231
3346.735,4.173
3346.745,3.71
3346.755,3.692
3346.765,3.853
3346.775,3.85
3346.785,3.976
3346.795,3.937
3346.805,3.766
3346.815,3.918
3346.825,3.633
3346.835,3.43
3346.845,3.375
3346.865,3.535
3346.875,3.592
3346.885,3.298
3346.895,3.312
3346.905,3.253
3346.915,3.433
3346.925,3.333
3347.005,2.907
3347.015,3.084
3347.025,3.11
3347.035,3.079
3347.045,2.879
3347.055,3.466
3347.065,4.175
3347.075,4.325
3347.085,4.243
3347.095,4.447
3347.105,4.117
3347.115,4.259
3347.125,4.889
3347.135,4.801
3347.145,3.978
3347.155,3.671
3347.165,3.246
3347.175,3.007
3347.185,2.965
3347.195,3.081
3347.205,2.811
3347.215,2.81
3347.225,3.205
3347.235,3.345
3347.245,3.251
3347.255,3.525
3347.265,4.26
3347.275,3.831
3347.285,2.911
3347.295,3.761
3347.305,4.23
3347.315,3.756
3347.325,3.659
3347.335,3.663
3347.345,3.427
3347.355,3.362
3347.365,3.432
3347.375,3.563
3347.385,3.262
3347.395,3.157
3347.405,4.044
3347.415,4.136
3347.425,3.773
3347.435,4.135
3347.445,4.796
3347.455,4.659
3347.465,4.42
3347.475,4.5
3347.485,4.596
3347.495,4.467
3347.505,4.379
3347.515,4.227
3347.525,4.065
3347.535,3.946
3347.545,3.916
3347.555,3.347
3347.565,3.258
3347.575,4.078
3347.585,4.782
3347.595,4.714
3347.605,4.296
3347.615,3.948
3347.625,4.161
3347.635,4.722
3347.645,4.19
3347.655,3.719
3347.665,2.529
3347.675,2.91
3347.685,3.433
3347.695,3.738
3347.705,3.653
3347.715,3.104
3347.725,2.778
3347.735,2.829
3347.745,3.191
3347.755,3.737
3347.765,3.798
3347.775,3.652
3347.785,3.665
3347.795,4.462
3347.805,5.072
3347.815,5.552
3347.825,6.369
3347.835,4.772
3347.845,3.598
3347.855,4.668
3347.865,4.325
3347.875,3.38
3347.885,3.14
3347.895,3.301
3347.905,2.973
3347.915,2.564
3347.925,3.013
3347.935,3.162
3347.945,3.002
3347.955,3.366
3347.965,3.815
3347.975,3.772
3348.035,3.976
3348.045,3.682
3348.055,4.005
3348.065,4.306
3348.075,3.842
3348.085,3.71
3348.095,3.997
3348.105,3.98
3348.115,4.329
3348.125,3.715
3348.135,3.412
3348.145,4.317
3348.155,4.55
3348.165,4.581
3348.175,4.174
3348.185,3.968
3348.195,3.659
3348.205,3.777
3348.215,3.34
3348.225,3.245
3348.235,3.334
3348.245,3.294
3348.255,3.475
3348.265,3.881
3348.275,4.979
3348.285,5.999
3348.295,6.865
3348.305,6.198
3348.315,5.758
3348.325,6.016
3348.335,5.067
3348.345,4.596
3348.355,4.603
3348.365,4.886
3348.375,5.312
3348.385,4.611
3348.395,4.369
3348.405,4.472
3348.415,4.305
3348.425,4.4
3348.435,4.009
3348.445,4.02
3348.455,4.039
3348.465,4.287
3348.475,4.451
3348.485,3.96
3348.495,3.537
3348.505,3.519
3348.515,4.146
3348.525,3.847
3348.535,3.482
3348.545,3.429
3348.555,3.292
3348.565,2.706
3348.575,2.99
3348.585,3.235
3348.595,3.269
3348.605,3.13
3348.615,3.103
3348.625,3.631
3348.635,4.164
3348.645,4.421
3348.665,3.676
3348.675,2.873
3348.685,2.941
3348.695,2.864
3348.705,2.947
3348.715,2.793
3348.725,2.492
3348.735,2.732
3348.745,2.854
3348.755,2.987
3348.765,3.226
3348.775,3.329
3348.785,3.316
3348.795,3.502
3348.805,3.9
3348.815,3.914
3348.825,3.774
3348.835,3.677
3348.845,3.24
3348.855,3.177
3348.865,3.444
3348.875,3.534
3348.885,3.592
3348.895,3.203
3348.905,3.346
3348.915,3.888
3348.925,4.329
3348.945,4.242
3348.955,3.971
3348.965,4.376
3348.975,4.673
3348.985,4.405
3348.995,4.742
3349.005,5.255
3349.015,5.88
3349.025,5.453
3349.035,4.073
3349.045,3.505
3349.055,3.495
3349.065,3.535
3349.075,3.708
3349.085,3.692
3349.095,3.789
3349.105,3.696
3349.115,3.816
3349.125,3.836
3349.135,4.167
3349.145,3.937
3349.155,3.953
3349.165,3.908
3349.175,2.846
3349.185,2.713
3349.195,2.803
3349.205,2.959
3349.215,3.355
3349.225,3.96
3349.235,3.896
3349.245,3.03
3349.255,3.375
3349.265,3.295
3349.275,3.576
3349.285,3.944
3349.295,4.046
3349.305,4.07
3349.315,3.298
3349.325,4.036
3349.335,4.95
3349.345,4.25
3349.355,3.631
3349.365,3.475
3349.375,3.98
3349.385,3.412
3349.395,2.762
3349.405,3.209
3349.415,3.435
3349.425,3.57
3349.435,3.599
3349.445,3.62
3349.455,3.774
3349.465,3.972
3349.475,3.448
3349.485,3.108
3349.495,3.516
3349.505,3.83
3349.515,3.858
3349.525,3.831
3349.535,3.773
3349.545,3.981
3349.555,4.103
3349.565,3.918
3349.575,3.41
3349.585,3.637
3349.595,3.503
3349.605,2.707
3349.615,2.664
3349.625,2.924
3349.635,3.431
3349.645,3.52
3349.655,3.805
3349.665,3.92
3349.675,3.337
3349.685,3.046
3349.695,2.858
3349.705,3.215
3349.715,3.737
3349.725,3.612
3349.735,3.441
3349.745,3.587
3349.755,4.104
3349.765,4.09
3349.775,3.931
3349.785,4.173
3349.795,5.396
3349.805,6.036
3349.815,5.498
3349.825,4.779
3349.835,4.403
3349.845,3.907
3349.855,4.071
3349.865,4.196
3349.875,4.093
3349.885,3.811
3349.895,3.844
3349.905,3.68
3349.915,3.548
3349.925,3.24
3349.935,3.042
3349.945,2.879
3349.955,3.259
3349.965,3.313
3349.975,2.987
3349.985,3.554
3349.995,4.026
3350.005,4.121
3350.015,4.041
3350.025,4.103
3350.035,3.827
3350.045,3.443
3350.055,3.4
3350.065,3.514
3350.075,3.572
3350.085,3.615
3350.095,3.78
3350.105,3.739
3350.115,3.367
3350.125,3.395
3350.135,3.859
3350.145,4.463
3350.155,4.366
3350.165,4.431
3350.175,4.455
3350.185,4.693
3350.195,4.628
3350.205,3.798
3350.215,3.174
3350.225,3.216
3350.235,3.626
3350.245,3.861
3350.255,3.873
3350.265,4.011
3350.275,4.824
3350.285,5.194
3350.295,5.095
3350.305,5.103
3350.315,5.398
3350.325,4.652
3350.335,4.545
3350.345,4.465
3350.355,3.492
3350.365,3.918
3350.375,4.31
3350.385,4.133
3350.395,4.244
3350.405,4.52
3350.415,5.167
3350.425,5.422
3350.435,5.087
3350.445,4.902
3350.455,4.871
3350.465,4.916
3350.475,4.747
3350.485,4.833
3350.495,4.389
3350.505,4.323
3350.515,4.557
3350.525,5.449
3350.535,5.604
3350.545,5.304
3350.555,5.232
3350.565,6.102
3350.575,6.352
3350.585,6.234
3350.595,5.993
3350.605,6.059
3350.615,5.655
3350.625,5.99
3350.635,6.186
3350.645,6.042
3350.655,5.762
3350.665,5.393
3350.675,5.257
3350.685,4.995
3350.695,4.13
3350.705,3.914
3350.715,4.188
3350.725,4.344
3350.735,4.271
3350.745,4.28
3350.755,4.453
3350.765,4.619
3350.775,4.868
3350.785,4.966
3350.795,3.914
3350.805,3.575
3350.815,3.952
3350.825,4.327
3350.835,4.694
3350.845,4.158
3350.855,4.035
3350.865,4.409
3350.875,4.581
3350.885,4.518
3350.895,4.625
3350.905,4.715
3350.915,4.575
3350.925,4.824
3350.935,4.688
3350.945,3.799
3350.955,3.757
3350.965,4.029
3350.975,4.002
3350.985,4.013
3350.995,3.949
3351.005,3.82
3351.015,3.944
3351.025,4.008
3351.035,3.872
3351.045,3.806
3351.055,4.043
3351.065,4.616
3351.075,5.023
3351.085,6.036
3351.095,5.888
3351.105,5.841
3351.115,6.233
3351.125,5.473
3351.135,4.821
3351.145,4.262
3351.165,4.568
3351.175,4.644
3351.185,5.77
3351.195,6.106
3351.205,5.067
3351.215,3.346
3351.225,3.845
3351.235,4.593
3351.245,5.589
3351.255,5.851
3351.265,4.751
3351.275,4.434
3351.285,3.546
3351.295,3.132
3351.305,3.587
3351.315,3.75
3351.325,3.669
3351.335,3.586
3351.345,3.718
3351.355,3.777
3351.365,3.951
3351.375,3.891
3351.385,4.248
3351.395,4.369
3351.405,4.26
3351.425,2.721
3351.435,3.924
3351.445,5.409
3351.455,5.781
3351.465,5.701
3351.475,5.164
3351.485,5.214
3351.495,5.315
3351.505,5.415
3351.515,4.934
3351.525,4.257
3351.535,4.232
3351.545,3.963
3351.555,4.067
3351.565,4.456
3351.575,4.478
3351.585,3.81
3351.595,3.745
3351.605,4.194
3351.615,4.272
3351.625,4.225
3351.635,4.641
3351.645,4.616
3351.655,4.633
3351.665,5.231
3351.675,5.048
3351.685,4.765
3351.695,4.654
3351.705,4.875
3351.715,4.373
3351.725,4.519
3351.735,5.539
3351.745,5.864
3351.755,5.786
3351.765,5.462
3351.775,5.042
3351.785,4.69
3351.795,4.473
3351.805,4.478
3351.815,4.814
3351.825,5.591
3351.835,6.588
3351.845,6.767
3351.855,6.082
3351.865,5.59
3351.875,4.997
3351.885,4.112
3351.895,4.042
3351.905,4.255
3351.915,3.752
3351.925,3.305
3351.935,4.682
3351.945,5.516
3351.955,6.287
3351.965,6.844
3351.975,6.69
3351.985,5.769
3351.995,4.848
3352.005,4.825
3352.015,4.419
3352.025,4.231
3352.035,5.661
3352.045,7.156
3352.055,8.281
3352.065,8.002
3352.075,8.309
3352.085,8.298
3352.095,6.83
3352.105,5.804
3352.115,4.763
3352.125,4.263
3352.135,4.364
3352.145,4.036
3352.155,3.949
3352.165,4.504
3352.175,5.037
3352.185,5.419
3352.195,5.295
3352.205,5.364
3352.215,5.429
3352.225,5.675
3352.235,5.161
3352.245,4.685
3352.255,4.372
3352.265,4.476
3352.275,5.175
3352.285,5.286
3352.295,5.097
3352.305,5.057
3352.315,5.452
3352.325,5.423
3352.335,3.994
3352.345,3.135
3352.355,3.34
3352.365,3.536
3352.375,4.606
3352.385,4.923
3352.395,4.56
3352.405,4.208
3352.415,4.212
3352.425,4.458
3352.435,4.549
3352.445,4.159
3352.455,3.82
3352.465,4.346
3352.475,4.506
3352.485,4.413
3352.495,4.241
3352.505,4.228
3352.515,4.151
3352.525,4.323
3352.535,4.214
3352.545,4.296
3352.555,4.084
3352.565,4.342
3352.575,4.403
3352.585,4.615
3352.595,4.442
3352.605,4.566
3352.615,6.636
3352.625,5.774
3352.635,3.772
3352.645,4.135
3352.655,4.443
3352.665,4.64
3352.675,5.081
3352.685,5.027
3352.695,4.552
3352.705,3.34
3352.715,3.221
3352.725,3.241
3352.735,3.013
3352.745,3.095
3352.755,3.073
3352.765,3.32
3352.775,3.654
3352.785,4.223
3352.795,4.156
3352.805,4.079
3352.815,4.095
3352.825,4.484
3352.835,4.344
3352.845,4.216
3352.855,4.937
3352.865,5.069
3352.875,4.876
3352.885,4.746
3352.895,4.567
3352.905,4.766
3352.915,4.66
3352.925,5.165
3352.935,5.653
3352.945,4.596
3352.955,4.357
3352.965,4.112
3352.975,3.625
3352.985,3.78
3352.995,4.375
3353.005,5.084
3353.015,5.133
3353.025,4.671
3353.035,4.045
3353.045,3.918
3353.055,4.214
3353.065,4.397
3353.075,3.672
3353.085,3.604
3353.095,4.336
3353.105,4.728
3353.115,5.054
3353.125,5.068
3353.135,4.245
3353.145,4.192
3353.155,4.66
3353.165,4.426
3353.175,4.357
3353.185,4.154
3353.195,3.282
3353.205,3.426
3353.215,4.062
3353.225,4.262
3353.235,2.989
3353.245,2.93
3353.255,3.76
3353.265,4.43
3353.275,4.068
3353.285,3.21
3353.295,2.929
3353.305,2.629
3353.315,2.551
3353.325,2.931
3353.345,3.154
3353.355,3.533
3353.365,3.963
3353.375,4.504
3353.385,4.529
3353.395,4.9
3353.405,4.921
3353.415,4.946
3353.425,5.249
3353.435,5.004
3353.445,4.24
3353.455,3.395
3353.465,3.304
3353.475,3.87
3353.485,5.033
3353.495,5.214
3353.505,4.16
3353.515,3.77
3353.525,3.742
3353.535,3.932
3353.545,3.779
3353.555,2.914
3353.565,2.928
3353.575,2.993
3353.585,3.395
3353.595,3.684
3353.605,3.854
3353.615,4.0
3353.625,4.344
3353.635,4.652
3353.645,3.486
3353.655,3.264
3353.665,3.637
3353.675,3.717
3353.685,3.703
3353.695,3.692
3353.705,3.968
3353.715,3.925
3353.725,4.169
3353.735,4.16
3353.745,4.202
3353.755,3.548
3353.765,3.124
3353.775,3.231
3353.785,3.317
3353.795,3.305
3353.805,3.283
3353.815,3.452
3353.825,3.779
3353.835,3.96
3353.845,4.01
3353.855,4.065
3353.865,4.237
3353.875,3.695
3353.885,3.179
3353.895,3.207
3353.905,2.892
3353.915,2.567
3353.925,2.963
3353.935,3.713
3353.945,4.119
3353.955,4.377
3353.965,4.498
3353.975,4.055
3354.035,4.376
3354.045,4.269
3354.055,4.176
3354.065,4.73
3354.075,4.042
3354.085,3.248
3354.095,3.286
3354.105,3.631
3354.115,4.547
3354.125,4.885
3354.135,4.891
3354.145,4.914
3354.155,4.685
3354.165,4.132
3354.175,3.482
3354.185,3.452
3354.195,3.521
3354.205,3.401
3354.215,3.457
3354.225,3.006
3354.235,2.539
3354.245,2.268
3354.255,2.024
3354.265,2.478
3354.275,2.799
3354.285,3.125
3354.295,3.982
3354.305,3.889
3354.315,3.756
3354.325,3.55
3354.335,3.481
3354.345,3.459
3354.355,3.052
3354.365,2.839
3354.375,2.89
3354.385,3.493
3354.395,3.467
3354.405,3.599
3354.415,3.565
3354.425,3.259
3354.435,3.571
3354.445,3.598
3354.455,3.165
3354.465,3.388
3354.475,3.776
3354.485,3.891
3354.495,3.661
3354.505,3.581
3354.515,3.557
3354.525,3.41
3354.535,3.55
3354.545,3.216
3354.555,2.914
3354.565,3.511
3354.575,3.738
3354.585,3.803
3354.595,3.916
3354.605,3.844
3354.615,3.929
3354.625,3.982
3354.635,3.832
3354.645,3.608
3354.655,3.93
3354.665,3.927
3354.675,3.905
3354.685,3.935
3354.695,3.91
3354.705,4.078
3354.715,4.22
3354.725,4.156
3354.735,3.852
3354.745,4.345
3354.755,5.192
3354.765,5.232
3354.775,5.074
3354.785,4.955
3354.795,4.911
3354.805,3.196
3354.815,2.168
3354.825,2.627
3354.835,3.058
3354.845,3.764
3354.855,3.997
3354.865,3.907
3354.875,3.733
3354.885,3.534
