Depth,BC
3269.665,0.088
3269.675,0.102
3269.685,0.094
3269.695,0.072
3269.705,0.089
3269.725,0.102
3269.735,0.061
3269.745,0.116
3269.755,0.136
3269.765,0.114
3269.775,0.11
3269.785,0.109
3269.795,0.088
3269.805,0.126
3269.815,0.113
3269.825,0.099
3269.835,0.094
3269.845,0.2
3269.855,0.122
3269.865,0.093
3269.875,0.096
3269.885,0.091
3269.895,0.081
3269.905,0.086
3269.915,0.062
3269.925,0.092
3269.935,0.102
3269.945,0.089
3269.955,0.085
3269.965,0.101
3269.975,0.044
3269.985,0.047
3269.995,0.084
3270.005,0.079
3270.015,0.053
3270.025,0.073
3270.035,0.082
3270.045,0.079
3270.055,0.085
3270.065,0.096
3270.075,0.094
3270.085,0.097
3270.095,0.145
3270.105,0.133
3270.115,0.12
3270.125,0.102
3270.135,0.11
3270.145,0.116
3270.155,0.119
3270.165,0.056
3270.175,0.057
3270.185,0.051
3270.195,0.028
3270.205,0.041
3270.215,0.03
3270.225,0.025
3270.235,0.027
3270.245,0.037
3270.255,0.045
3270.265,0.057
3270.275,0.038
3270.285,0.045
3270.295,0.074
3270.305,0.069
3270.315,0.048
3270.325,0.075
3270.335,0.056
3270.345,0.065
3270.355,0.057
3270.365,0.037
3270.375,0.038
3270.385,0.075
3270.395,0.049
3270.405,0.151
3270.415,0.122
3270.425,0.12
3270.435,0.118
3270.445,0.12
3270.455,0.151
3270.465,0.094
3270.475,0.068
3270.485,0.068
3270.495,0.091
3270.505,0.083
3270.515,0.096
3270.525,0.102
3270.535,0.084
3270.545,0.078
3270.555,0.095
3270.565,0.074
3270.575,0.099
3270.585,0.098
3270.595,0.109
3270.605,0.172
3270.615,0.152
3270.625,0.131
3270.635,0.115
3270.645,0.119
3270.655,0.119
3270.665,0.08
3270.675,0.096
3270.685,0.094
3270.695,0.073
3270.705,0.09
3270.715,0.088
3270.725,0.082
3270.735,0.098
3270.745,0.115
3270.755,0.094
3270.765,0.149
3270.775,0.163
3270.785,0.176
3270.795,0.149
3270.805,0.129
3270.815,0.095
3270.825,0.088
3270.835,0.072
3270.845,0.085
3270.855,0.096
3270.865,0.096
3270.875,0.078
3270.885,0.091
3270.895,0.114
3270.905,0.11
3270.915,0.103
3270.925,0.059
3270.935,0.075
3270.945,0.051
3270.955,0.088
3270.965,0.082
3270.975,0.053
3270.985,0.093
3270.995,0.152
3271.005,0.153
3271.015,0.211
3271.025,0.188
3271.035,0.125
3271.045,0.117
3271.055,0.091
3271.065,0.189
3271.075,0.206
3271.085,0.178
3271.095,0.162
3271.105,0.114
3271.115,0.116
3271.125,0.059
3271.135,0.075
3271.145,0.094
3271.155,0.081
3271.165,0.114
3271.175,0.102
3271.185,0.122
3271.195,0.144
3271.205,0.15
3271.215,0.139
3271.225,0.108
3271.235,0.083
3271.245,0.09
3271.255,0.066
3271.265,0.084
3271.285,0.09
3271.295,0.096
3271.305,0.085
3271.315,0.096
3271.325,0.139
3271.335,0.104
3271.345,0.104
3271.355,0.081
3271.365,0.133
3271.375,0.104
3271.385,0.093
3271.395,0.087
3271.405,0.075
3271.415,0.062
3271.425,0.093
3271.435,0.075
3271.445,0.1
3271.455,0.063
3271.465,0.088
3271.475,0.119
3271.485,0.103
3271.495,0.135
3271.505,0.156
3271.515,0.154
3271.525,0.154
3271.535,0.127
3271.545,0.147
3271.555,0.169
3271.565,0.182
3271.575,0.153
3271.585,0.133
3271.595,0.114
3271.605,0.101
3271.615,0.103
3271.625,0.132
3271.635,0.09
3271.645,0.096
3271.655,0.1
3271.665,0.083
3271.675,0.073
3271.685,0.05
3271.695,0.091
3271.705,0.12
3271.715,0.072
3271.725,0.095
3271.775,0.09
3271.785,0.06
3271.795,0.057
3271.805,0.071
3271.815,0.101
3271.825,0.085
3271.835,0.107
3271.845,0.123
3271.855,0.061
3271.865,0.055
3271.875,0.083
3271.885,0.133
3271.895,0.134
3271.905,0.118
3271.915,0.122
3271.925,0.064
3271.935,0.041
3271.945,0.042
3271.955,0.07
3271.965,0.081
3271.975,0.056
3271.985,0.055
3271.995,0.039
3272.005,0.083
3272.015,0.074
3272.025,0.052
3272.035,0.058
3272.045,0.058
3272.055,0.055
3272.065,0.064
3272.075,0.059
3272.085,0.039
3272.095,0.052
3272.105,0.061
3272.115,0.073
3272.125,0.088
3272.135,0.059
3272.145,0.076
3272.155,0.074
3272.165,0.031
3272.175,0.032
3272.185,0.045
3272.195,0.054
3272.205,0.086
3272.215,0.085
3272.225,0.119
3272.235,0.106
3272.245,0.103
3272.255,0.057
3272.265,0.065
3272.275,0.078
3272.285,0.073
3272.295,0.049
3272.305,0.09
3272.315,0.086
3272.325,0.094
3272.335,0.077
3272.345,0.104
3272.355,0.097
3272.365,0.099
3272.375,0.071
3272.385,0.106
3272.395,0.086
3272.405,0.064
3272.415,0.095
3272.425,0.093
3272.435,0.119
3272.445,0.066
3272.455,0.057
3272.465,0.054
3272.475,0.033
3272.485,0.041
3272.495,0.056
3272.505,0.079
3272.515,0.077
3272.525,0.072
3272.535,0.091
3272.545,0.096
3272.555,0.126
3272.565,0.16
3272.575,0.161
3272.585,0.168
3272.595,0.166
3272.635,0.114
3272.645,0.136
3272.655,0.086
3272.665,0.075
3272.675,0.077
3272.685,0.048
3272.695,0.055
3272.705,0.068
3272.715,0.086
3272.725,0.074
3272.735,0.089
3272.745,0.088
3272.755,0.044
3272.765,0.059
3272.775,0.075
3272.785,0.071
3272.795,0.111
3272.805,0.185
3272.815,0.127
3272.825,0.116
3272.835,0.087
3272.845,0.065
3272.855,0.059
3272.865,0.078
3272.875,0.076
3272.885,0.074
3272.895,0.082
3272.905,0.086
3272.915,0.082
3272.925,0.081
3272.935,0.072
3272.945,0.055
3272.955,0.06
3272.965,0.074
3272.975,0.067
3272.985,0.051
3272.995,0.038
3273.005,0.049
3273.015,0.096
3273.025,0.062
3273.035,0.033
3273.045,0.067
3273.055,0.066
3273.065,0.076
3273.075,0.046
3273.085,0.06
3273.095,0.056
3273.105,0.094
3273.115,0.05
3273.125,0.093
3273.135,0.074
3273.145,0.088
3273.155,0.076
3273.165,0.064
3273.175,0.037
3273.185,0.058
3273.195,0.069
3273.205,0.062
3273.215,0.037
3273.225,0.084
3273.235,0.121
3273.245,0.123
3273.255,0.112
3273.265,0.058
3273.275,0.074
3273.285,0.064
3273.295,0.087
3273.305,0.093
3273.315,0.088
3273.325,0.066
3273.335,0.062
3273.345,0.054
3273.355,0.047
3273.365,0.078
3273.375,0.106
3273.385,0.093
3273.395,0.077
3273.405,0.063
3273.415,0.071
3273.425,0.082
3273.435,0.08
3273.445,0.089
3273.455,0.116
3273.465,0.124
3273.475,0.143
3273.485,0.119
3273.495,0.099
3273.505,0.09
3273.515,0.11
3273.525,0.103
3273.535,0.075
3273.545,0.085
3273.555,0.057
3273.565,0.06
3273.575,0.07
3273.585,0.071
3273.595,0.067
3273.605,0.139
3273.615,0.098
3273.625,0.099
3273.635,0.073
3273.645,0.077
3273.655,0.055
3273.665,0.081
3273.675,0.1
3273.685,0.147
3273.695,0.144
3273.705,0.084
3273.715,0.104
3273.725,0.161
3273.735,0.133
3273.745,0.09
3273.755,0.068
3273.765,0.04
3273.775,0.042
3273.785,0.05
3273.795,0.074
3273.805,0.094
3273.815,0.083
3273.825,0.087
3273.835,0.077
3273.845,0.053
3273.855,0.039
3273.865,0.03
3273.875,0.04
3273.885,0.077
3273.895,0.064
3273.905,0.083
3273.915,0.084
3273.925,0.088
3273.935,0.084
3273.945,0.066
3273.955,0.066
3273.965,0.051
3273.975,0.068
3273.985,0.071
3273.995,0.116
3274.005,0.127
3274.015,0.185
3274.025,0.208
3274.035,0.149
3274.045,0.088
3274.055,0.136
3274.065,0.11
3274.075,0.055
3274.085,0.073
3274.095,0.077
3274.105,0.067
3274.115,0.048
3274.125,0.052
3274.135,0.087
3274.145,0.09
3274.155,0.131
3274.165,0.128
3274.175,0.1
3274.185,0.098
3274.195,0.097
3274.205,0.085
3274.215,0.086
3274.225,0.093
3274.235,0.1
3274.245,0.092
3274.255,0.104
3274.265,0.092
3274.275,0.06
3274.285,0.042
3274.295,0.054
3274.305,0.089
3274.315,0.076
3274.325,0.077
3274.335,0.068
3274.345,0.066
3274.355,0.072
3274.365,0.052
3274.375,0.073
3274.385,0.073
3274.395,0.064
3274.405,0.064
3274.415,0.073
3274.425,0.085
3274.435,0.07
3274.445,0.08
3274.455,0.088
3274.465,0.106
3274.475,0.089
3274.485,0.072
3274.495,0.071
3274.505,0.063
3274.515,0.054
3274.525,0.076
3274.535,0.069
3274.545,0.114
3274.555,0.083
3274.565,0.049
3274.575,0.038
3274.585,0.048
3274.595,0.045
3274.605,0.057
3274.615,0.105
3274.625,0.141
3274.635,0.149
3274.645,0.144
3274.655,0.111
3274.665,0.071
3274.675,0.065
3274.685,0.057
3274.695,0.079
3274.705,0.071
3274.715,0.068
3274.725,0.063
3274.735,0.039
3274.745,0.055
3274.755,0.075
3274.765,0.092
3274.775,0.102
3274.785,0.093
3274.795,0.083
3274.805,0.08
3274.815,0.038
3274.825,0.106
3274.835,0.091
3274.845,0.125
3274.855,0.122
3274.865,0.102
3274.875,0.108
3274.885,0.065
3274.895,0.064
3274.905,0.077
3274.915,0.059
3274.925,0.027
3274.935,0.042
3274.945,0.039
3274.955,0.048
3274.965,0.061
3274.975,0.064
3274.985,0.08
3274.995,0.036
3275.005,0.114
3275.015,0.084
3275.025,0.071
3275.035,0.082
3275.045,0.105
3275.055,0.115
3275.065,0.09
3275.075,0.103
3275.085,0.067
3275.095,0.061
3275.105,0.077
3275.115,0.076
3275.125,0.076
3275.135,0.097
3275.145,0.076
3275.155,0.061
3275.165,0.045
3275.175,0.068
3275.185,0.085
3275.195,0.07
3275.205,0.07
3275.215,0.052
3275.225,0.055
3275.235,0.055
3275.245,0.052
3275.255,0.066
3275.265,0.121
3275.275,0.086
3275.285,0.084
3275.295,0.06
3275.305,0.057
3275.315,0.061
3275.325,0.074
3275.335,0.049
3275.345,0.079
3275.355,0.078
3275.365,0.085
3275.375,0.076
3275.385,0.043
3275.395,0.05
3275.405,0.06
3275.415,0.067
3275.425,0.062
3275.435,0.06
3275.445,0.083
3275.455,0.064
3275.465,0.064
3275.475,0.102
3275.485,0.057
3275.505,0.059
3275.515,0.07
3275.525,0.097
3275.535,0.126
3275.545,0.149
3275.555,0.128
3275.565,0.159
3275.575,0.171
3275.585,0.146
3275.595,0.171
3275.605,0.142
3275.615,0.14
3275.625,0.151
3275.635,0.126
3275.645,0.087
3275.655,0.09
3275.665,0.089
3275.675,0.077
3275.685,0.049
3275.695,0.062
3275.705,0.064
3275.715,0.044
3275.725,0.065
3275.735,0.112
3275.745,0.08
3275.755,0.067
3275.765,0.076
3275.775,0.077
3275.785,0.081
3275.795,0.091
3275.805,0.082
3275.815,0.05
3275.825,0.089
3275.835,0.065
3275.845,0.101
3275.855,0.106
3275.865,0.088
3275.875,0.106
3275.885,0.11
3275.895,0.108
3275.905,0.112
3275.915,0.101
3275.925,0.108
3275.935,0.093
3275.945,0.047
3275.955,0.05
3275.965,0.062
3275.975,0.058
3275.985,0.069
3275.995,0.074
3276.005,0.068
3276.015,0.061
3276.025,0.071
3276.035,0.07
3276.045,0.1
3276.055,0.095
3276.065,0.06
3276.075,0.064
3276.085,0.073
3276.095,0.084
3276.105,0.062
3276.115,0.103
3276.125,0.085
3276.135,0.112
3276.145,0.098
3276.155,0.082
3276.165,0.074
3276.175,0.106
3276.185,0.108
3276.195,0.125
3276.205,0.096
3276.215,0.135
3276.225,0.141
3276.235,0.121
3276.245,0.102
3276.255,0.091
3276.265,0.082
3276.275,0.073
3276.285,0.091
3276.295,0.103
3276.305,0.086
3276.315,0.081
3276.325,0.073
3276.335,0.082
3276.345,0.064
3276.355,0.048
3276.365,0.09
3276.375,0.101
3276.385,0.117
3276.395,0.144
3276.405,0.174
3276.415,0.119
3276.425,0.106
3276.435,0.082
3276.445,0.066
3276.455,0.094
3276.465,0.065
3276.475,0.066
3276.485,0.066
3276.495,0.071
3276.505,0.096
3276.515,0.123
3276.525,0.087
3276.535,0.082
3276.545,0.057
3276.555,0.071
3276.565,0.059
3276.575,0.038
3276.585,0.037
3276.595,0.033
3276.605,0.046
3276.615,0.043
3276.625,0.045
3276.635,0.058
3276.645,0.058
3276.655,0.071
3276.665,0.04
3276.675,0.036
3276.685,0.028
3276.695,0.035
3276.705,0.072
3276.715,0.063
3276.765,0.103
3276.775,0.099
3276.785,0.069
3276.795,0.052
3276.805,0.063
3276.815,0.061
3276.825,0.064
3276.835,0.088
3276.845,0.165
3276.855,0.129
3276.865,0.151
3276.875,0.169
3276.885,0.132
3276.895,0.113
3276.905,0.086
3276.915,0.08
3276.925,0.052
3276.935,0.039
3276.945,0.054
3276.955,0.066
3276.965,0.079
3276.975,0.101
3276.985,0.108
3276.995,0.07
3277.005,0.081
3277.015,0.062
3277.025,0.115
3277.035,0.131
3277.045,0.152
3277.055,0.226
3277.065,0.142
3277.075,0.096
3277.085,0.064
3277.095,0.064
3277.105,0.075
3277.115,0.118
3277.125,0.124
3277.135,0.132
3277.145,0.085
3277.155,0.104
3277.165,0.094
3277.175,0.083
3277.185,0.113
3277.195,0.101
3277.205,0.076
3277.215,0.074
3277.225,0.053
3277.235,0.034
3277.245,0.048
3277.255,0.049
3277.265,0.092
3277.275,0.089
3277.285,0.103
3277.295,0.083
3277.305,0.09
3277.315,0.072
3277.325,0.078
3277.335,0.052
3277.345,0.052
3277.355,0.079
3277.365,0.08
3277.375,0.063
3277.385,0.083
3277.395,0.1
3277.405,0.112
3277.415,0.1
3277.425,0.093
3277.435,0.1
3277.445,0.054
3277.455,0.051
3277.465,0.053
3277.475,0.058
3277.485,0.041
3277.495,0.048
3277.505,0.074
3277.515,0.074
3277.525,0.088
3277.535,0.058
3277.545,0.047
3277.555,0.077
3277.565,0.09
3277.575,0.095
3277.585,0.113
3277.595,0.09
3277.605,0.063
3277.615,0.061
3277.625,0.079
3277.635,0.082
3277.645,0.082
3277.655,0.068
3277.665,0.046
3277.675,0.043
3277.685,0.044
3277.695,0.043
3277.705,0.057
3277.715,0.054
3277.725,0.073
3277.735,0.169
3277.745,0.127
3277.755,0.142
3277.765,0.117
3277.775,0.105
3277.785,0.053
3277.795,0.071
3277.805,0.061
3277.815,0.056
3277.825,0.085
3277.835,0.094
3277.845,0.089
3277.855,0.073
3277.865,0.103
3277.875,0.125
3277.885,0.111
3277.895,0.088
3277.905,0.075
3277.915,0.093
3277.925,0.074
3277.935,0.089
3277.945,0.101
3277.955,0.075
3277.965,0.079
3277.975,0.069
3277.985,0.072
3277.995,0.073
3278.005,0.078
3278.015,0.056
3278.025,0.086
3278.035,0.069
3278.045,0.056
3278.055,0.05
3278.065,0.044
3278.075,0.058
3278.085,0.042
3278.095,0.064
3278.105,0.069
3278.115,0.054
3278.125,0.074
3278.135,0.069
3278.145,0.09
3278.155,0.101
3278.165,0.116
3278.175,0.114
3278.185,0.12
3278.195,0.098
3278.205,0.08
3278.215,0.062
3278.225,0.08
3278.235,0.099
3278.245,0.063
3278.255,0.112
3278.265,0.113
3278.275,0.149
3278.285,0.139
3278.295,0.127
3278.305,0.133
3278.315,0.113
3278.325,0.106
3278.335,0.083
3278.345,0.1
3278.355,0.113
3278.365,0.106
3278.375,0.167
3278.385,0.137
3278.395,0.127
3278.405,0.161
3278.415,0.093
3278.425,0.098
3278.435,0.136
3278.445,0.181
3278.455,0.112
3278.465,0.094
3278.475,0.067
3278.485,0.055
3278.495,0.046
3278.505,0.057
3278.515,0.08
3278.525,0.075
3278.535,0.103
3278.545,0.147
3278.555,0.131
3278.565,0.117
3278.575,0.112
3278.585,0.087
3278.595,0.063
3278.605,0.095
3278.615,0.127
3278.625,0.181
3278.635,0.14
3278.645,0.094
3278.655,0.087
3278.665,0.089
3278.675,0.072
3278.685,0.058
3278.695,0.058
3278.705,0.08
3278.715,0.108
3278.725,0.13
3278.735,0.127
3278.745,0.162
3278.755,0.209
3278.765,0.26
3278.775,0.218
3278.785,0.096
3278.795,0.055
3278.805,0.079
3278.815,0.101
3278.825,0.092
3278.835,0.081
3278.845,0.116
3278.855,0.066
3278.865,0.062
3278.875,0.065
3278.885,0.078
3278.895,0.107
3278.905,0.106
3278.915,0.09
3278.925,0.032
3278.935,0.04
3278.945,0.055
3278.955,0.064
3278.965,0.059
3278.975,0.087
3278.985,0.113
3278.995,0.077
3279.005,0.075
3279.015,0.108
3279.025,0.12
3279.035,0.119
3279.045,0.103
3279.055,0.097
3279.065,0.091
3279.075,0.098
3279.085,0.105
3279.095,0.092
3279.105,0.074
3279.115,0.084
3279.125,0.09
3279.135,0.127
3279.145,0.118
3279.155,0.124
3279.165,0.105
3279.175,0.082
3279.185,0.077
3279.195,0.063
3279.205,0.068
3279.215,0.071
3279.225,0.06
3279.235,0.057
3279.245,0.05
3279.255,0.055
3279.265,0.067
3279.275,0.07
3279.285,0.048
3279.295,0.082
3279.305,0.091
3279.315,0.101
3279.325,0.101
3279.335,0.15
3279.345,0.107
3279.355,0.093
3279.365,0.083
3279.375,0.086
3279.385,0.087
3279.395,0.109
3279.405,0.088
3279.415,0.047
3279.425,0.046
3279.435,0.061
3279.445,0.07
3279.455,0.047
3279.465,0.056
3279.475,0.097
3279.485,0.09
3279.495,0.088
3279.505,0.09
3279.515,0.1
3279.525,0.088
3279.535,0.161
3279.545,0.128
3279.555,0.069
3279.565,0.069
3279.575,0.068
3279.585,0.075
3279.595,0.09
3279.605,0.114
3279.615,0.147
3279.625,0.091
3279.635,0.102
3279.645,0.065
3279.655,0.065
3279.665,0.062
3279.675,0.054
3279.685,0.077
3279.695,0.084
3279.705,0.134
3279.715,0.129
3279.725,0.115
3279.735,0.088
3279.745,0.064
3279.755,0.09
3279.765,0.145
3279.775,0.109
3279.785,0.054
3279.795,0.072
3279.805,0.066
3279.815,0.054
3279.825,0.041
3279.835,0.056
3279.845,0.069
3279.855,0.067
3279.865,0.067
3279.875,0.081
3279.885,0.092
3279.895,0.089
3279.905,0.105
3279.915,0.122
3279.925,0.117
3279.935,0.114
3279.945,0.147
3279.955,0.126
3279.965,0.102
3279.975,0.067
3279.985,0.062
3279.995,0.059
3280.005,0.06
3280.015,0.03
3280.025,0.029
3280.035,0.034
3280.045,0.034
3280.055,0.041
3280.065,0.043
3280.075,0.025
3280.085,0.015
3280.095,0.026
3280.105,0.024
3280.115,0.029
3280.125,0.029
3280.135,0.035
3280.145,0.077
3280.155,0.071
3280.165,0.111
3280.175,0.124
3280.185,0.13
3280.195,0.085
3280.205,0.078
3280.215,0.07
3280.225,0.077
3280.235,0.087
3280.245,0.085
3280.255,0.069
3280.265,0.061
3280.275,0.081
3280.285,0.088
3280.295,0.083
3280.305,0.036
3280.315,0.043
3280.325,0.026
3280.335,0.036
3280.345,0.065
3280.355,0.049
3280.365,0.085
3280.375,0.09
3280.385,0.081
3280.395,0.082
3280.405,0.051
3280.415,0.073
3280.425,0.081
3280.435,0.074
3280.445,0.051
3280.455,0.04
3280.465,0.059
3280.475,0.07
3280.485,0.084
3280.495,0.109
3280.505,0.1
3280.515,0.124
3280.525,0.118
3280.535,0.089
3280.545,0.08
3280.555,0.09
3280.565,0.088
3280.575,0.103
3280.585,0.078
3280.595,0.109
3280.605,0.06
3280.615,0.035
3280.625,0.059
3280.635,0.057
3280.645,0.047
3280.655,0.079
3280.665,0.065
3280.675,0.131
3280.685,0.145
3280.695,0.12
3280.705,0.114
3280.715,0.094
3280.725,0.09
3280.735,0.072
3280.745,0.084
3280.755,0.081
3280.765,0.07
3280.775,0.065
3280.785,0.073
3280.795,0.069
3280.805,0.052
3280.815,0.051
3280.825,0.049
3280.835,0.056
3280.845,0.061
3280.855,0.053
3280.865,0.048
3280.875,0.067
3280.885,0.046
3280.895,0.024
3280.905,0.03
3280.915,0.049
3280.925,0.057
3280.935,0.061
3280.945,0.057
3280.955,0.051
3280.965,0.059
3280.975,0.059
3280.985,0.051
3280.995,0.056
3281.005,0.083
3281.015,0.059
3281.025,0.088
3281.035,0.082
3281.045,0.076
3281.055,0.073
3281.065,0.04
3281.075,0.039
3281.085,0.073
3281.095,0.08
3281.105,0.065
3281.115,0.055
3281.125,0.052
3281.135,0.05
3281.145,0.064
3281.155,0.06
3281.165,0.05
3281.175,0.041
3281.185,0.089
3281.195,0.07
3281.205,0.073
3281.215,0.06
3281.225,0.053
3281.235,0.053
3281.245,0.062
3281.255,0.032
3281.265,0.051
3281.275,0.053
3281.285,0.062
3281.295,0.031
3281.305,0.039
3281.315,0.09
3281.335,0.084
3281.345,0.07
3281.355,0.095
3281.365,0.084
3281.375,0.107
3281.385,0.104
3281.395,0.065
3281.405,0.062
3281.415,0.066
3281.425,0.073
3281.435,0.104
3281.445,0.119
3281.455,0.127
3281.465,0.133
3281.475,0.115
3281.485,0.103
3281.495,0.078
3281.505,0.064
3281.515,0.063
3281.525,0.07
3281.535,0.027
3281.545,0.028
3281.555,0.028
3281.565,0.025
3281.575,0.035
3281.585,0.029
3281.595,0.041
3281.605,0.044
3281.615,0.06
3281.625,0.056
3281.635,0.063
3281.645,0.071
3281.655,0.096
3281.665,0.08
3281.675,0.049
3281.685,0.039
3281.695,0.027
3281.705,0.026
3281.755,0.084
3281.765,0.086
3281.775,0.074
3281.785,0.12
3281.795,0.109
3281.805,0.093
3281.815,0.107
3281.825,0.146
3281.835,0.145
3281.845,0.111
3281.855,0.082
3281.865,0.1
3281.875,0.042
3281.885,0.047
3281.895,0.033
3281.905,0.03
3281.915,0.045
3281.925,0.047
3281.935,0.038
3281.945,0.037
3281.955,0.072
3281.965,0.076
3281.975,0.067
3281.985,0.059
3281.995,0.079
3282.005,0.065
3282.015,0.064
3282.025,0.074
3282.035,0.062
3282.045,0.073
3282.055,0.104
3282.065,0.116
3282.075,0.083
3282.085,0.099
3282.095,0.152
3282.105,0.11
3282.115,0.104
3282.125,0.094
3282.135,0.074
3282.145,0.056
3282.155,0.061
3282.165,0.053
3282.175,0.054
3282.185,0.05
3282.195,0.062
3282.205,0.077
3282.215,0.049
3282.225,0.061
3282.235,0.068
3282.245,0.071
3282.255,0.063
3282.265,0.11
3282.275,0.087
3282.285,0.122
3282.295,0.086
3282.305,0.077
3282.315,0.07
3282.325,0.078
3282.335,0.101
3282.345,0.094
3282.355,0.138
3282.365,0.166
3282.375,0.195
3282.385,0.234
3282.395,0.149
3282.405,0.112
3282.415,0.086
3282.425,0.057
3282.435,0.098
3282.445,0.17
3282.455,0.169
3282.465,0.183
3282.475,0.167
3282.485,0.104
3282.495,0.082
3282.505,0.09
3282.515,0.068
3282.525,0.04
3282.535,0.031
3282.545,0.022
3282.555,0.035
3282.565,0.023
3282.575,0.034
3282.585,0.041
3282.595,0.061
3282.605,0.08
3282.615,0.121
3282.625,0.118
3282.635,0.104
3282.645,0.094
3282.655,0.076
3282.665,0.058
3282.675,0.039
3282.685,0.042
3282.695,0.067
3282.705,0.063
3282.715,0.047
3282.725,0.046
3282.735,0.041
3282.745,0.044
3282.755,0.057
3282.765,0.082
3282.775,0.078
3282.785,0.055
3282.795,0.065
3282.805,0.054
3282.815,0.048
3282.825,0.054
3282.835,0.059
3282.845,0.077
3282.855,0.051
3282.865,0.06
3282.875,0.105
3282.885,0.084
3282.895,0.059
3282.905,0.077
3282.915,0.08
3282.925,0.089
3282.935,0.074
3282.945,0.095
3282.955,0.07
3282.965,0.108
3282.975,0.054
3282.985,0.057
3282.995,0.053
3283.005,0.078
3283.015,0.083
3283.025,0.12
3283.035,0.117
3283.045,0.127
3283.055,0.161
3283.065,0.139
3283.075,0.109
3283.085,0.082
3283.095,0.052
3283.105,0.061
3283.115,0.053
3283.125,0.11
3283.135,0.088
3283.145,0.111
3283.155,0.115
3283.165,0.104
3283.175,0.115
3283.185,0.123
3283.195,0.118
3283.205,0.11
3283.215,0.116
3283.225,0.095
3283.235,0.085
3283.245,0.104
3283.255,0.107
3283.265,0.069
3283.275,0.092
3283.285,0.065
3283.295,0.079
3283.305,0.054
3283.315,0.08
3283.325,0.068
3283.335,0.074
3283.345,0.085
3283.355,0.095
3283.365,0.109
3283.375,0.123
3283.385,0.145
3283.395,0.075
3283.405,0.08
3283.415,0.138
3283.425,0.191
3283.435,0.211
3283.445,0.162
3283.455,0.177
3283.465,0.192
3283.475,0.187
3283.485,0.145
3283.495,0.087
3283.505,0.071
3283.515,0.073
3283.525,0.112
3283.535,0.1
3283.545,0.104
3283.555,0.057
3283.565,0.057
3283.575,0.05
3283.585,0.069
3283.595,0.087
3283.605,0.093
3283.615,0.065
3283.625,0.08
3283.635,0.094
3283.645,0.103
3283.655,0.095
3283.665,0.102
3283.675,0.132
3283.685,0.108
3283.695,0.097
3283.705,0.108
3283.715,0.097
3283.725,0.06
3283.735,0.087
3283.745,0.057
3283.755,0.035
3283.765,0.037
3283.775,0.049
3283.785,0.054
3283.795,0.107
3283.805,0.084
3283.815,0.06
3283.825,0.071
3283.835,0.117
3283.845,0.101
3283.855,0.115
3283.865,0.073
3283.875,0.053
3283.885,0.043
3283.895,0.055
3283.905,0.039
3283.915,0.064
3283.925,0.057
3283.935,0.054
3283.945,0.082
3283.955,0.066
3283.965,0.077
3283.975,0.069
3283.985,0.075
3283.995,0.076
3284.005,0.08
3284.015,0.08
3284.025,0.08
3284.035,0.052
3284.045,0.044
3284.055,0.084
3284.065,0.096
3284.075,0.097
3284.085,0.126
3284.095,0.116
3284.105,0.106
3284.115,0.086
3284.155,0.097
3284.165,0.1
3284.175,0.094
3284.185,0.097
3284.195,0.102
3284.205,0.09
3284.215,0.093
3284.225,0.088
3284.235,0.05
3284.245,0.082
3284.255,0.056
3284.265,0.055
3284.275,0.085
3284.285,0.11
3284.295,0.108
3284.305,0.148
3284.315,0.156
3284.325,0.161
3284.335,0.118
3284.345,0.111
3284.355,0.077
3284.365,0.064
3284.375,0.061
3284.385,0.083
3284.395,0.045
3284.405,0.065
3284.415,0.09
3284.425,0.115
3284.435,0.083
3284.445,0.12
3284.455,0.114
3284.465,0.128
3284.475,0.195
3284.485,0.222
3284.495,0.159
3284.505,0.161
3284.515,0.226
3284.525,0.15
3284.535,0.148
3284.545,0.143
3284.555,0.163
3284.565,0.116
3284.575,0.151
3284.585,0.14
3284.595,0.092
3284.605,0.103
3284.615,0.109
3284.625,0.075
3284.635,0.093
3284.645,0.096
3284.655,0.082
3284.665,0.07
3284.675,0.126
3284.685,0.094
3284.695,0.108
3284.705,0.104
3284.715,0.109
3284.725,0.105
3284.735,0.123
3284.745,0.133
3284.755,0.19
3284.765,0.24
3284.775,0.252
3284.785,0.244
3284.795,0.182
3284.805,0.124
3284.815,0.104
3284.825,0.077
3284.835,0.074
3284.845,0.064
3284.855,0.058
3284.865,0.081
3284.875,0.071
3284.885,0.076
3284.895,0.128
3284.905,0.096
3284.915,0.096
3284.925,0.084
3284.935,0.112
3284.945,0.121
3284.955,0.145
3284.965,0.131
3284.975,0.122
3284.985,0.106
3284.995,0.072
3285.005,0.069
3285.015,0.062
3285.025,0.07
3285.035,0.052
3285.045,0.052
3285.055,0.074
3285.065,0.064
3285.075,0.081
3285.085,0.094
3285.095,0.067
3285.105,0.091
3285.115,0.083
3285.125,0.067
3285.135,0.085
3285.145,0.094
3285.155,0.125
3285.165,0.111
3285.175,0.126
3285.185,0.104
3285.195,0.1
3285.205,0.08
3285.215,0.085
3285.225,0.081
3285.235,0.08
3285.245,0.078
3285.255,0.092
3285.265,0.079
3285.275,0.059
3285.285,0.081
3285.295,0.058
3285.305,0.071
3285.315,0.061
3285.325,0.067
3285.335,0.071
3285.345,0.045
3285.355,0.029
3285.365,0.024
3285.375,0.026
3285.385,0.042
3285.395,0.037
3285.405,0.056
3285.415,0.069
