Depth_m,BC
408.129,-0.406
408.14,0.039
408.151,0.702
408.162,0.901
408.173,1.706
408.184,1.92
408.195,0.6
408.206,-0.08
408.217,0.189
408.228,0.378
408.239,0.333
408.25,0.198
408.261,-0.342
408.271,-0.523
408.282,-0.562
408.293,-0.564
408.304,-0.64
408.315,-0.64
408.326,-0.654
408.337,-0.652
408.348,-0.582
408.359,-0.482
408.37,-0.361
408.381,-0.052
408.392,0.145
408.403,0.456
408.414,0.678
408.425,0.675
408.436,0.791
408.447,0.593
408.457,0.805
408.468,0.55
408.479,0.872
408.49,0.736
408.501,0.967
408.512,1.235
408.523,1.007
408.534,0.15
408.545,-0.43
408.556,-0.499
408.567,-0.574
408.578,-0.582
408.589,-0.515
408.6,-0.448
408.611,-0.402
408.622,-0.312
408.633,-0.325
408.643,-0.129
408.654,-0.006
408.665,-0.152
408.676,-0.109
408.687,-0.135
408.698,-0.149
408.709,0.077
408.72,-0.104
408.731,0.046
408.742,-0.397
408.753,-0.39
408.764,-0.45
408.775,-0.443
408.786,-0.375
408.797,-0.369
408.808,-0.092
408.818,0.206
408.829,0.226
408.84,0.11
408.851,-0.132
408.862,-0.224
408.873,-0.173
408.884,0.141
408.895,0.275
408.906,0.273
408.917,0.488
408.928,0.817
408.939,0.049
408.95,-0.471
408.961,-0.512
408.972,-0.581
408.983,-0.483
408.994,-0.318
409.004,-0.273
409.015,-0.228
409.026,-0.183
409.037,-0.101
409.048,-0.011
409.059,0.228
409.07,0.341
409.081,0.572
409.092,0.714
409.103,1.155
409.114,2.037
409.125,1.818
409.136,0.978
409.147,1.003
409.158,0.308
409.169,-0.484
409.18,-0.662
409.191,-0.571
409.202,-0.555
409.212,-0.517
409.223,-0.502
409.234,-0.442
409.245,-0.441
409.256,-0.298
409.267,-0.036
409.278,-0.006
409.289,-0.014
409.3,0.518
409.311,0.727
409.322,1.611
409.333,2.045
409.344,1.738
409.355,0.089
409.365,-0.075
409.376,0.211
409.387,0.43
409.398,0.799
409.409,0.538
409.42,-0.512
409.431,-0.527
409.442,-0.399
409.453,-0.219
409.464,-0.272
409.475,-0.363
409.486,-0.417
409.497,-0.283
409.508,0.196
409.519,0.308
409.53,0.367
409.541,0.335
409.552,0.1
409.562,0.113
409.573,0.037
409.584,0.044
409.595,-0.241
409.606,-0.466
409.617,-0.526
409.628,-0.413
409.639,-0.525
409.65,-0.397
409.661,-0.524
409.672,-0.682
409.683,-0.569
409.694,-0.469
409.705,-0.339
409.716,-0.232
409.727,0.068
409.738,0.097
409.748,0.153
409.759,0.65
409.77,0.908
409.781,1.919
409.792,3.074
409.803,1.566
409.814,-0.092
409.825,-0.302
409.836,-0.444
409.847,-0.504
409.858,-0.608
409.869,-0.599
409.88,-0.501
409.891,-0.494
409.902,-0.413
409.913,-0.496
409.924,-0.31
409.935,-0.345
409.945,-0.331
409.956,-0.438
409.967,-0.394
409.978,-0.104
409.989,-0.183
410.0,-0.1
410.011,0.328
410.022,1.326
410.033,1.693
410.044,1.055
410.055,-0.355
410.066,-0.25
410.077,-0.085
410.088,-0.122
410.099,-0.368
410.11,-0.466
410.121,-0.481
410.131,-0.482
410.142,-0.258
410.153,-0.289
410.164,-0.222
410.175,-0.275
410.186,-0.102
410.197,0.13
410.208,0.521
410.219,0.349
410.23,0.02
410.241,-0.025
410.252,-0.077
410.263,-0.13
410.274,-0.287
410.285,-0.363
410.296,-0.416
410.306,-0.408
410.317,-0.416
410.328,-0.372
410.339,-0.327
410.35,-0.297
410.361,-0.268
410.372,-0.193
410.383,0.099
410.394,0.113
410.405,0.172
410.416,0.119
410.427,0.214
410.438,0.346
410.449,0.276
410.46,0.028
410.471,0.022
410.481,-0.367
410.492,-0.418
410.503,-0.35
410.514,-0.109
410.525,-0.034
410.536,-0.229
410.547,-0.042
410.558,0.071
410.569,-0.229
410.58,-0.492
410.591,-0.553
410.602,-0.517
410.613,-0.362
410.624,-0.425
410.635,-0.137
410.646,0.188
410.657,0.025
410.668,0.119
410.678,-0.345
410.689,-0.575
410.7,-0.481
410.711,-0.513
410.722,-0.228
410.733,0.156
410.744,0.172
410.755,0.398
410.766,0.466
410.777,0.458
410.788,0.519
410.799,0.323
410.81,-0.067
410.821,-0.337
410.832,-0.307
410.843,-0.368
410.854,-0.361
410.864,-0.491
410.875,-0.47
410.886,-0.502
410.897,-0.45
410.908,-0.18
410.919,-0.086
410.93,-0.186
410.941,-0.124
410.952,0.057
410.963,-0.092
410.974,-0.292
410.985,-0.291
410.996,-0.244
411.007,-0.093
411.018,0.312
411.029,0.499
411.04,0.064
411.051,-0.102
411.061,-0.47
411.072,-0.395
411.083,-0.531
411.094,-0.561
411.105,-0.54
411.116,-0.466
411.127,-0.391
411.138,-0.513
411.149,-0.417
411.16,-0.26
411.171,0.093
411.182,-0.1
411.193,-0.053
411.204,-0.05
411.215,0.147
411.226,0.112
411.236,0.287
411.247,0.447
411.258,0.766
411.269,0.716
411.28,0.665
411.291,0.387
411.302,0.049
411.313,0.324
411.324,0.18
411.335,0.11
411.346,-0.095
411.357,0.09
411.368,-0.429
411.379,-0.536
411.39,-0.626
411.401,-0.619
411.411,-0.515
411.422,-0.524
411.433,-0.435
411.444,-0.21
411.455,-0.104
411.466,-0.05
411.477,-0.394
411.488,-0.334
411.499,-0.214
411.51,-0.273
411.521,-0.319
411.532,0.048
411.543,0.197
411.554,0.675
411.565,0.779
411.576,1.346
411.587,1.163
411.597,1.107
411.608,0.464
411.619,0.658
411.63,0.441
411.641,0.885
411.652,0.646
411.663,0.655
411.674,0.763
411.685,0.719
411.696,0.952
411.707,0.231
411.718,-0.451
411.729,-0.489
411.74,-0.459
411.751,-0.318
411.762,-0.303
411.773,0.29
411.784,0.027
411.794,0.05
411.805,0.071
411.816,0.355
411.827,0.409
411.838,1.176
411.849,1.696
411.86,1.453
411.871,0.301
411.882,-0.477
411.893,-0.528
411.904,-0.565
411.915,-0.573
411.926,-0.499
411.937,-0.559
411.948,-0.343
411.959,-0.389
411.97,-0.354
411.981,-0.537
411.991,-0.457
412.002,-0.377
412.013,-0.426
412.024,-0.442
412.035,-0.28
412.046,0.102
412.057,0.218
412.068,-0.008
412.079,-0.508
412.09,-0.609
412.101,-0.57
412.112,-0.554
412.123,-0.32
412.134,-0.191
412.145,0.284
412.156,0.413
412.166,0.232
412.177,-0.436
412.188,-0.332
412.199,-0.212
412.21,-0.039
412.221,0.118
412.232,0.102
412.243,-0.056
412.254,-0.003
412.265,0.193
412.276,0.463
412.287,0.62
412.298,0.177
412.309,-0.206
412.32,-0.424
412.331,-0.462
412.342,-0.523
412.352,-0.562
412.363,-0.442
412.374,-0.292
412.385,-0.044
412.396,0.534
412.407,0.767
412.418,0.871
412.429,1.028
412.44,0.99
412.451,0.375
412.462,0.465
412.473,0.78
412.484,1.523
412.495,2.026
412.506,1.689
412.517,0.446
412.527,-0.211
412.538,-0.475
412.549,-0.561
412.56,-0.598
412.571,-0.516
412.582,-0.584
412.593,-0.486
412.604,-0.374
412.615,-0.359
412.626,-0.074
412.637,0.316
412.648,0.954
412.659,1.704
412.67,1.187
412.681,0.143
412.692,-0.548
412.703,-0.624
412.714,-0.626
412.724,-0.604
412.735,-0.612
412.746,-0.619
412.757,-0.632
412.768,-0.561
412.779,-0.564
412.79,-0.576
412.801,-0.613
412.812,-0.545
412.823,-0.492
412.834,-0.529
412.845,-0.356
412.856,-0.16
412.867,0.05
412.878,0.147
412.889,0.043
412.899,-0.092
412.91,0.081
412.921,0.043
412.932,-0.122
412.943,-0.055
412.954,-0.31
412.965,-0.378
412.976,-0.402
412.987,-0.598
412.998,-0.554
413.009,-0.533
413.02,-0.602
413.031,-0.545
413.042,-0.569
413.053,-0.494
413.064,-0.262
413.075,-0.224
413.085,-0.178
413.096,0.002
413.107,0.258
413.118,0.191
413.129,-0.017
413.14,0.142
413.151,0.406
413.162,1.24
413.173,1.593
413.184,1.67
413.195,0.553
413.206,0.012
413.217,-0.267
413.228,-0.51
413.239,-0.604
413.25,-0.643
413.26,-0.665
413.271,-0.568
413.282,-0.629
413.293,-0.548
413.304,-0.594
413.315,-0.438
413.326,-0.373
413.337,-0.196
413.348,0.546
413.359,1.085
413.37,1.437
413.381,2.007
413.392,1.941
413.403,1.815
413.414,2.559
413.425,2.686
413.436,1.599
413.447,0.766
413.457,-0.141
413.468,-0.576
413.479,-0.597
413.49,-0.618
413.501,-0.571
413.512,-0.569
413.523,-0.516
413.534,-0.462
413.545,-0.567
413.556,-0.508
413.567,-0.254
413.578,-0.151
413.589,-0.096
413.6,0.396
413.611,0.617
413.622,1.018
413.633,0.962
413.643,0.429
413.654,-0.103
413.665,-0.433
413.676,-0.56
413.687,-0.559
413.698,-0.611
413.709,-0.678
413.72,-0.686
413.731,-0.649
413.742,-0.643
413.753,-0.614
413.764,-0.555
413.775,-0.488
413.786,-0.526
413.797,-0.505
413.808,-0.453
413.819,-0.476
413.829,-0.349
413.84,-0.124
413.851,-0.026
413.862,0.259
413.873,0.972
413.884,1.242
413.895,0.851
413.906,0.214
413.917,-0.34
413.928,-0.624
413.939,-0.638
413.95,-0.653
413.961,-0.659
413.972,-0.545
413.983,-0.333
413.994,-0.482
414.005,-0.6
414.015,-0.56
414.026,-0.394
414.037,-0.072
414.048,0.204
414.059,0.188
414.07,0.65
414.081,0.91
414.092,0.827
414.103,0.341
414.114,0.154
414.125,0.056
414.136,0.258
414.147,0.204
414.158,0.391
414.169,0.188
414.18,-0.129
414.19,-0.497
414.201,-0.702
414.212,-0.674
414.223,-0.727
414.234,-0.661
414.245,-0.669
414.256,-0.459
414.267,-0.084
414.278,0.172
414.289,0.668
414.3,0.948
414.311,1.333
414.322,1.494
414.333,1.909
414.344,1.949
414.355,0.734
414.366,-0.217
414.377,-0.531
414.388,-0.514
414.398,-0.557
414.409,-0.541
414.42,-0.501
414.431,-0.582
414.442,-0.572
414.453,-0.496
414.464,-0.482
414.475,-0.152
414.486,-0.047
414.497,-0.099
414.508,-0.219
414.519,-0.112
414.53,-0.216
414.541,0.73
414.552,0.858
414.563,0.08
414.573,-0.167
414.584,-0.157
414.595,-0.229
414.606,-0.121
414.617,0.029
414.628,0.027
414.639,-0.021
414.65,-0.294
414.661,-0.23
414.672,-0.225
414.683,-0.107
414.694,0.163
414.705,0.711
414.716,0.808
414.727,0.613
414.738,0.966
414.749,1.934
414.759,4.222
414.77,5.145
414.781,4.62
414.792,2.439
414.803,2.102
414.814,0.648
414.825,-0.216
414.836,-0.593
414.847,-0.58
414.858,-0.501
414.869,-0.57
414.88,-0.33
414.891,-0.262
414.902,-0.215
414.913,-0.206
414.924,-0.236
414.935,-0.229
414.945,-0.236
414.956,-0.205
414.967,-0.211
414.978,-0.27
414.989,-0.09
415.0,-0.112
415.011,0.301
415.022,0.691
415.033,0.459
415.044,0.308
415.055,0.203
415.066,0.091
415.077,0.129
415.088,0.016
415.099,-0.471
415.11,-0.418
415.12,-0.665
415.131,-0.581
415.142,-0.579
415.153,-0.486
415.164,-0.454
415.175,-0.34
415.186,-0.173
415.197,-0.068
415.208,-0.173
415.219,-0.134
415.23,0.025
415.241,0.2
415.252,0.06
415.263,0.218
415.274,-0.277
415.285,-0.345
415.296,-0.293
415.307,-0.218
415.317,-0.279
415.328,-0.324
415.339,-0.46
415.35,-0.497
415.361,-0.595
415.372,-0.579
415.383,-0.592
415.394,-0.529
415.405,-0.322
415.416,-0.115
415.427,0.111
415.438,0.2
415.449,0.515
415.46,0.386
415.471,-0.125
415.482,-0.374
415.492,-0.525
415.503,-0.571
415.514,-0.58
415.525,-0.582
415.536,-0.547
415.547,-0.572
415.558,-0.59
415.569,-0.548
415.58,-0.579
415.591,-0.625
415.602,-0.625
415.613,-0.527
415.624,-0.533
415.635,-0.464
415.646,-0.411
415.657,-0.306
415.668,0.003
415.678,0.16
415.689,0.611
415.7,0.499
415.711,0.543
415.722,0.626
415.733,0.363
415.744,0.519
415.755,0.548
415.766,0.936
415.777,0.237
415.788,-0.365
415.799,-0.374
415.81,-0.579
415.821,-0.554
415.832,-0.582
415.843,-0.647
415.854,-0.727
415.865,-0.73
415.875,-0.709
415.886,-0.655
415.897,-0.623
415.908,-0.469
415.919,-0.397
415.93,-0.31
415.941,0.233
415.952,0.887
415.963,1.142
415.974,1.487
415.985,0.226
415.996,-0.15
416.007,-0.166
416.018,0.395
416.029,0.416
416.04,0.578
416.05,0.778
416.061,0.708
416.072,0.518
416.083,0.158
416.094,-0.126
416.105,-0.017
416.116,-0.441
416.127,-0.488
416.138,-0.558
416.149,-0.486
416.16,-0.427
416.171,-0.578
416.182,-0.574
416.193,-0.579
416.204,-0.556
416.215,-0.497
416.226,-0.521
416.236,-0.553
416.247,-0.504
416.258,-0.139
416.269,0.175
416.28,0.198
416.291,0.205
416.302,0.34
416.313,0.94
416.324,1.735
416.335,1.653
416.346,1.504
416.357,1.596
416.368,0.856
416.379,-0.207
416.39,-0.363
416.401,-0.131
416.411,-0.334
416.422,-0.455
416.433,-0.403
416.444,-0.314
416.455,-0.164
416.466,0.257
416.477,0.429
416.488,0.512
416.499,0.602
416.51,0.564
416.521,0.699
416.532,0.405
416.543,0.029
416.554,-0.281
416.565,-0.373
416.576,-0.578
416.587,-0.579
416.598,-0.535
416.608,-0.594
416.619,-0.457
416.63,-0.237
416.641,-0.318
416.652,-0.46
416.663,-0.46
416.674,-0.527
416.685,-0.483
416.696,-0.536
416.707,-0.544
416.718,-0.507
416.729,-0.455
416.74,-0.329
416.751,-0.286
416.762,-0.048
416.773,0.708
416.784,0.736
416.794,0.894
416.805,1.892
416.816,1.113
416.827,0.095
416.838,-0.577
416.849,-0.59
416.86,-0.566
416.871,-0.302
416.882,-0.008
416.893,-0.172
416.904,0.085
416.915,0.137
416.926,0.391
416.937,0.816
416.948,1.076
416.959,-0.022
416.97,0.021
416.98,0.124
416.991,-0.066
417.002,-0.143
417.013,-0.505
417.024,-0.612
417.035,-0.581
417.046,-0.323
417.057,-0.207
417.068,-0.052
417.079,-0.1
417.09,-0.036
417.101,-0.087
417.112,-0.132
417.123,-0.058
417.134,0.0
417.145,-0.166
417.156,-0.206
417.166,-0.269
417.177,-0.219
417.188,-0.206
417.199,-0.162
417.21,-0.275
417.221,-0.425
417.232,-0.514
417.243,-0.521
417.254,-0.408
417.265,-0.49
417.276,-0.445
417.287,-0.421
417.298,-0.367
417.309,0.016
417.32,-0.054
417.331,0.054
417.341,-0.053
417.352,0.27
417.363,0.498
417.374,0.92
417.385,1.074
417.396,0.697
417.407,0.853
417.418,0.235
417.429,-0.361
417.44,-0.403
417.451,-0.434
417.462,-0.494
417.473,-0.548
417.484,-0.638
417.495,-0.598
417.506,-0.551
417.517,-0.592
417.527,-0.521
417.538,-0.53
417.549,-0.442
417.56,-0.012
417.571,0.529
417.582,0.686
417.593,0.874
417.604,0.686
417.615,-0.192
417.626,-0.199
417.637,-0.26
417.648,-0.449
417.659,-0.407
417.67,-0.462
417.681,-0.451
417.692,-0.469
417.703,-0.394
417.714,-0.483
417.724,-0.296
417.735,-0.13
417.746,0.066
417.757,0.181
417.768,0.469
417.779,0.591
417.79,-0.053
417.801,-0.441
417.812,-0.726
417.823,-0.643
417.834,-0.717
417.845,-0.711
417.856,-0.689
417.867,-0.66
417.878,-0.594
417.889,-0.393
417.9,-0.245
417.91,0.037
417.921,0.302
417.932,0.206
417.943,0.321
417.954,0.352
417.965,0.536
417.976,0.615
417.987,0.591
417.998,0.216
418.009,-0.278
418.02,-0.45
418.031,-0.398
418.042,-0.397
418.053,-0.322
418.064,-0.329
418.075,-0.353
418.085,-0.324
418.096,-0.468
418.107,-0.62
418.118,-0.663
418.129,-0.685
418.14,-0.68
418.151,-0.697
418.162,-0.585
418.173,-0.284
418.184,-0.414
418.195,-0.344
418.206,-0.125
418.217,-0.064
418.228,-0.109
418.239,-0.071
418.25,0.064
418.261,0.289
418.271,0.417
418.282,0.567
418.293,0.919
418.304,0.836
418.315,-0.103
418.326,-0.006
418.337,-0.248
418.348,-0.4
418.359,-0.591
418.37,-0.579
418.381,-0.478
418.392,-0.422
418.403,-0.479
418.414,-0.309
418.425,-0.481
418.436,-0.449
418.447,-0.433
418.458,-0.455
418.468,-0.37
418.479,-0.211
418.49,0.159
418.501,0.221
418.512,0.029
418.523,-0.016
418.534,0.23
418.545,0.843
418.556,2.152
418.567,2.502
418.578,2.409
418.589,2.75
418.6,1.726
418.611,0.454
418.622,-0.751
418.633,-0.853
418.643,-0.872
418.654,-0.807
418.665,-0.838
418.676,-0.755
418.687,-0.851
418.698,-0.646
418.709,-0.561
418.72,-0.317
418.731,-0.219
418.742,-0.332
418.753,-0.011
418.764,0.153
418.775,0.543
418.786,0.888
418.797,0.468
418.808,0.56
418.819,-0.114
418.829,-0.472
418.84,-0.621
418.851,-0.763
418.862,-0.755
418.873,-0.739
418.884,-0.702
418.895,-0.679
418.906,-0.619
418.917,-0.619
418.928,-0.544
418.939,-0.522
418.95,-0.358
418.961,0.061
418.972,0.562
418.983,0.883
418.994,0.324
419.005,-0.131
419.015,-0.548
419.026,-0.628
419.037,-0.482
419.048,-0.326
419.059,-0.318
419.07,-0.422
419.081,-0.585
419.092,-0.456
419.103,-0.369
419.114,-0.396
419.125,-0.29
419.136,-0.2
419.147,-0.155
419.158,-0.155
419.169,-0.202
419.18,-0.623
419.191,-0.851
419.201,-0.867
419.212,-0.846
419.223,-0.809
419.234,-0.713
419.245,-0.737
419.256,-0.59
419.267,0.029
419.278,0.202
419.289,0.323
419.3,0.69
419.311,0.42
419.322,0.45
419.333,0.218
419.344,-0.188
419.355,-0.181
419.366,-0.197
419.376,-0.243
419.387,-0.186
419.398,-0.563
419.409,-0.686
419.42,-0.533
419.431,-0.485
419.442,-0.472
419.453,-0.407
419.464,-0.34
419.475,-0.01
419.486,0.028
419.497,0.471
419.508,0.426
419.519,0.646
419.53,0.033
419.541,-0.288
419.552,-0.246
419.562,-0.393
419.573,-0.768
419.584,-0.829
419.595,-0.875
419.606,-0.876
419.617,-0.673
419.628,-0.418
419.639,-0.463
419.65,0.024
419.661,0.345
419.672,0.629
419.683,0.517
419.694,0.578
419.705,0.097
419.716,0.173
419.727,0.219
419.738,0.55
419.749,0.783
419.759,0.918
419.77,-0.035
419.781,-0.5
419.792,-0.822
419.803,-0.8
419.814,-0.604
419.825,-0.214
419.836,-0.416
419.847,-0.349
419.858,-0.095
419.869,0.295
419.88,0.116
419.891,0.439
419.902,0.477
419.913,0.523
419.924,0.344
419.935,0.12
419.945,-0.382
419.956,-0.531
419.967,-0.613
419.978,-0.568
419.989,-0.538
420.033,-0.516
420.044,-0.441
420.055,-0.337
420.066,-0.15
420.077,-0.06
420.088,0.615
420.099,1.936
420.11,4.532
420.12,6.806
420.131,5.996
420.142,2.817
420.153,1.213
420.164,0.57
420.175,0.737
420.186,1.018
420.197,1.447
420.208,1.838
420.219,1.343
420.23,0.705
420.241,0.9
420.252,0.93
420.263,0.405
420.274,-0.645
420.285,-0.802
420.296,-0.825
420.306,-0.78
420.317,-0.766
420.328,-0.699
420.339,-0.655
420.35,-0.714
420.361,-0.773
420.372,-0.585
420.383,-0.682
420.394,-0.497
420.405,-0.215
420.416,0.472
420.427,1.135
420.438,0.875
420.449,1.561
420.46,0.965
420.471,-0.299
420.482,-0.624
420.492,-0.641
420.503,-0.688
420.514,-0.825
420.525,-0.888
420.536,-0.882
420.547,-0.812
420.558,-0.78
420.569,-0.667
420.58,-0.396
420.591,-0.352
420.602,-0.315
420.613,-0.278
420.624,-0.22
420.635,-0.253
420.646,-0.181
420.657,0.1
420.668,0.3
420.678,0.937
420.689,1.935
420.7,2.672
420.711,2.305
420.722,2.517
420.733,1.544
420.744,1.561
420.755,0.602
420.766,0.004
420.777,-0.618
420.788,-0.633
420.799,-0.65
420.81,-0.682
420.821,-0.609
420.832,-0.573
420.843,-0.163
420.854,-0.093
420.864,0.079
420.875,0.267
420.886,1.627
420.897,2.787
420.908,4.031
420.919,4.36
420.93,3.45
420.941,3.124
420.952,1.225
420.963,-0.614
420.974,-0.756
420.985,-0.897
420.996,-0.874
421.007,-0.911
421.018,-0.896
421.029,-0.918
421.04,-0.828
421.05,-0.918
421.061,-0.586
421.072,-0.486
421.083,-0.416
421.094,-0.138
421.105,0.079
421.116,0.131
421.127,0.543
421.138,1.006
421.149,1.162
421.16,1.236
421.171,2.06
421.182,0.515
421.193,-0.235
421.204,-0.467
421.215,-0.264
421.226,-0.263
421.236,-0.585
421.247,-0.869
421.258,-0.816
421.269,-0.897
421.28,-0.634
421.291,0.17
421.302,0.164
421.313,0.525
421.324,0.677
421.335,0.568
421.346,0.783
421.357,1.163
421.368,1.101
421.379,1.173
421.39,1.317
421.401,1.407
421.411,1.098
421.422,0.888
421.433,-0.133
421.444,-0.65
421.455,-0.763
421.466,-0.584
421.477,-0.592
421.488,-0.435
421.499,-0.435
421.51,0.03
421.521,0.308
421.532,0.6
421.543,0.578
421.554,0.367
421.565,0.291
421.576,-0.241
421.587,-0.471
421.598,-0.74
421.608,-0.814
421.619,-0.852
421.63,-0.904
421.641,-0.882
421.652,-0.89
421.663,-0.785
421.674,-0.779
421.685,-0.787
421.696,-0.721
421.707,-0.504
421.718,-0.332
421.729,-0.191
421.74,0.063
421.751,0.264
421.762,1.08
421.773,1.812
421.783,2.491
421.794,2.481
421.805,1.962
421.816,0.77
421.827,0.523
421.838,0.636
421.849,0.764
421.86,0.202
421.871,-0.758
421.882,-0.833
421.893,-0.826
421.904,-0.661
421.915,-0.481
421.926,-0.543
421.937,-0.057
421.948,0.264
421.959,0.426
421.969,0.409
421.98,0.556
421.991,0.667
422.002,0.801
422.013,1.243
422.024,1.932
422.035,1.902
422.046,-0.07
422.057,-0.443
422.068,-0.644
422.079,-0.604
422.09,-0.827
422.101,-0.735
422.112,-0.599
422.123,-0.463
422.134,-0.268
422.145,0.137
422.155,0.639
422.166,0.368
422.177,0.966
422.188,1.227
422.199,1.527
422.21,0.612
422.221,-0.033
422.232,-0.452
422.243,-0.601
422.254,-0.614
422.265,-0.597
422.276,-0.647
422.287,-0.525
422.298,-0.53
422.309,-0.46
422.32,-0.565
422.331,-0.489
422.342,-0.339
422.352,-0.266
422.363,-0.245
422.374,-0.42
422.385,-0.467
422.396,-0.432
422.407,-0.337
422.418,-0.047
422.429,0.561
422.44,0.946
422.451,0.311
422.462,0.516
422.473,-0.052
422.484,-0.539
422.495,-0.643
422.506,-0.747
422.517,-0.805
422.527,-0.773
422.538,-0.734
422.549,-0.682
422.56,-0.587
422.571,-0.582
422.582,-0.554
422.593,-0.564
422.604,-0.422
422.615,-0.069
422.626,0.014
422.637,-0.052
422.648,-0.567
422.659,-0.828
422.67,-0.901
422.681,-0.913
422.692,-0.926
422.703,-0.864
422.714,-0.863
422.724,-0.862
422.735,-0.788
422.746,-0.789
422.757,-0.797
422.768,-0.528
422.779,-0.448
422.79,-0.384
422.801,-0.364
422.812,-0.451
422.823,-0.377
422.834,-0.548
422.845,-0.469
422.856,-0.497
422.867,-0.385
422.878,-0.297
422.889,0.01
422.9,-0.077
422.91,-0.577
422.921,-0.769
422.932,-0.699
422.943,-0.702
422.954,-0.578
422.965,-0.574
422.976,-0.662
422.987,-0.682
422.998,-0.695
423.009,-0.687
423.02,-0.72
423.031,-0.677
423.042,-0.611
423.053,-0.364
423.064,0.032
423.075,-0.036
423.086,0.077
423.096,0.226
423.107,0.189
423.118,0.285
423.129,0.989
423.14,1.003
423.151,1.354
423.162,1.614
423.173,1.79
423.184,1.552
423.195,1.225
423.206,1.273
423.217,0.726
423.228,0.305
423.239,0.53
423.25,0.905
423.261,1.426
423.271,0.568
423.282,-0.77
423.293,-0.765
423.304,-0.714
423.315,-0.715
423.326,-0.654
423.337,-0.557
423.348,-0.393
423.359,-0.064
423.37,0.459
423.381,0.991
423.392,1.103
423.403,0.721
423.414,-0.035
423.425,-0.393
423.436,-0.538
423.447,-0.57
423.457,-0.543
423.468,-0.725
423.479,-0.662
423.49,-0.413
423.501,-0.315
423.512,-0.385
423.523,-0.23
423.534,0.369
423.545,0.437
423.556,0.407
423.567,0.438
423.578,0.791
423.589,2.052
423.6,3.718
423.611,2.713
423.622,1.822
423.633,0.903
423.643,-0.239
423.654,-0.013
423.665,0.484
423.676,0.768
423.687,0.465
423.698,-0.096
423.709,-0.619
423.72,-0.578
423.731,-0.53
423.742,-0.389
423.753,-0.181
423.764,-0.069
423.775,0.088
423.786,0.163
423.797,-0.16
423.808,-0.513
423.819,-0.386
423.829,-0.281
423.84,-0.003
423.851,-0.07
423.862,0.14
423.873,0.358
423.884,0.231
423.895,0.088
423.906,-0.198
423.917,-0.455
423.928,-0.601
423.939,-0.748
423.95,-0.825
423.961,-0.794
423.972,-0.778
423.983,-0.77
423.994,-0.717
424.004,-0.312
424.015,-0.462
424.026,-0.484
424.037,-0.58
424.048,-0.376
424.059,-0.171
424.07,0.116
424.081,0.193
424.092,0.015
424.103,-0.241
424.114,-0.384
424.125,-0.421
424.136,-0.456
424.147,-0.515
424.158,-0.686
424.169,-0.677
424.18,-0.69
424.19,-0.578
424.201,-0.375
424.212,-0.3
424.223,-0.344
424.234,-0.298
424.245,-0.245
424.256,-0.303
424.267,-0.152
424.278,0.337
424.289,0.998
424.3,1.014
424.311,0.309
424.322,-0.517
424.333,-0.758
424.344,-0.782
424.355,-0.635
424.366,-0.668
424.377,-0.627
424.387,-0.676
424.398,-0.477
424.409,-0.217
424.42,-0.211
424.431,-0.114
424.442,-0.168
424.453,-0.093
424.464,0.139
424.475,0.957
424.486,1.241
424.497,1.534
424.508,2.062
424.519,1.593
424.53,0.766
424.541,-0.046
424.552,-0.612
424.562,-0.572
424.573,-0.751
424.584,-0.729
424.595,-0.526
424.606,-0.46
424.617,-0.463
424.628,-0.353
424.639,-0.137
424.65,0.108
424.661,0.526
424.672,0.734
424.683,0.696
424.694,0.689
424.705,0.465
424.716,0.528
424.727,-0.048
424.738,-0.286
424.748,-0.239
424.759,-0.348
424.77,-0.404
424.781,-0.421
424.792,-0.541
424.803,-0.586
424.814,-0.497
424.825,-0.55
424.836,-0.538
424.847,-0.391
424.858,-0.246
424.869,-0.272
424.88,-0.026
424.891,0.118
424.902,0.323
424.913,0.536
424.924,-0.001
424.934,-0.484
424.945,-0.426
424.956,-0.701
424.967,-0.722
424.978,-0.775
424.989,-0.797
425.0,-0.797
425.011,-0.798
425.022,-0.724
425.033,-0.597
425.044,-0.687
425.055,-0.552
425.066,-0.508
425.077,-0.261
425.088,0.015
425.099,0.209
425.11,0.109
425.12,0.514
425.131,0.754
425.142,0.875
425.153,0.824
425.164,-0.232
425.175,-0.657
425.186,-0.684
425.197,-0.66
425.208,-0.553
425.219,-0.192
425.23,-0.125
425.241,-0.058
425.252,-0.277
425.263,-0.271
425.274,0.132
425.285,0.295
425.296,0.645
425.306,0.59
425.317,0.573
425.328,0.436
425.339,-0.059
425.35,-0.471
425.361,-0.522
425.372,-0.731
425.383,-0.714
425.394,-0.676
425.405,-0.744
425.416,-0.707
425.427,-0.512
425.438,-0.535
425.449,-0.431
425.46,-0.591
425.471,-0.145
425.482,-0.224
425.492,0.026
425.503,0.049
425.514,0.469
425.525,1.189
425.536,1.423
425.547,1.663
425.558,0.734
425.569,-0.188
425.58,0.187
425.591,-0.375
425.602,-0.374
425.613,-0.388
425.624,-0.515
425.635,-0.597
425.646,-0.566
425.657,-0.566
425.668,-0.568
425.678,-0.443
425.689,-0.508
425.7,-0.407
425.711,-0.442
425.722,-0.326
425.733,0.059
425.744,0.102
425.755,0.768
425.766,0.145
425.777,-0.072
425.788,-0.223
425.799,-0.29
425.81,-0.492
425.821,-0.483
425.832,-0.61
425.843,-0.579
425.854,-0.032
425.865,-0.183
425.875,0.224
