Depth,Na
2737.735,36.525
2737.745,40.602
2737.755,44.149
2737.765,39.899
2737.775,33.0
2737.785,33.205
2737.795,35.575
2737.805,36.692
2737.815,42.52
2737.825,55.958
2737.835,76.911
2737.845,91.149
2737.855,102.516
2737.865,110.012
2737.875,83.556
2737.885,35.478
2737.895,17.969
2737.905,13.991
2737.915,16.419
2737.925,19.139
2737.935,19.481
2737.945,22.251
2737.955,27.141
2737.965,34.309
2737.975,38.252
2737.985,39.975
2737.995,42.134
2738.005,45.322
2738.015,43.732
2738.025,41.105
2738.035,41.886
2738.045,47.596
2738.055,60.267
2738.065,78.434
2738.075,83.388
2738.085,69.047
2738.095,58.619
2738.105,63.464
2738.115,55.134
2738.125,43.072
2738.135,41.93
2738.145,40.526
2738.155,37.989
2738.165,38.834
2738.175,44.399
2738.185,52.7
2738.195,51.801
2738.205,49.513
2738.215,43.103
2738.225,33.728
2738.235,29.558
2738.245,29.581
2738.255,31.853
2738.265,35.962
2738.275,39.78
2738.285,42.128
2738.295,44.242
2738.305,37.953
2738.315,34.496
2738.325,32.901
2738.335,29.551
2738.385,43.619
2738.395,44.591
2738.405,46.365
2738.415,39.682
2738.425,32.377
2738.435,34.058
2738.445,37.113
2738.455,38.334
2738.465,40.246
2738.475,47.46
2738.485,54.079
2738.495,52.166
2738.505,52.866
2738.515,50.887
2738.525,46.837
2738.535,44.813
2738.545,47.035
2738.555,56.774
2738.565,66.983
2738.575,61.945
2738.585,52.568
2738.595,40.605
2738.605,29.137
2738.615,26.964
2738.625,31.57
2738.635,37.042
2738.645,41.618
2738.655,43.725
2738.665,46.814
2738.675,44.925
2738.685,39.831
2738.695,29.997
2738.705,23.136
2738.715,22.207
2738.725,25.645
2738.735,26.991
2738.745,29.268
2738.755,32.531
2738.765,32.678
2738.775,32.027
2738.785,25.284
2738.795,20.526
2738.805,17.557
2738.815,16.703
2738.825,18.347
2738.835,23.406
2738.845,32.024
2738.855,37.136
2738.865,40.26
2738.875,40.051
2738.885,39.068
2738.895,44.129
2738.905,45.513
2738.915,42.625
2738.925,47.063
2738.935,52.04
2738.945,49.034
2738.955,40.535
2738.965,33.46
2738.975,28.386
2738.985,27.887
2738.995,30.649
2739.005,36.581
2739.015,45.075
2739.025,61.114
2739.035,64.784
2739.045,63.805
2739.055,61.367
2739.065,63.434
2739.075,61.293
2739.085,61.282
2739.095,60.528
2739.105,58.118
2739.115,59.076
2739.125,57.803
2739.135,59.917
2739.145,68.528
2739.155,76.108
2739.165,79.864
2739.175,78.406
2739.185,68.149
2739.195,52.187
2739.205,42.781
2739.215,31.799
2739.225,26.685
2739.235,26.023
2739.245,29.306
2739.255,30.477
2739.265,27.642
2739.275,26.513
2739.285,31.335
2739.295,38.3
2739.305,40.927
2739.315,43.951
2739.325,40.629
2739.335,31.28
2739.345,33.203
2739.355,35.776
2739.365,39.807
2739.375,51.185
2739.385,62.369
2739.395,60.886
2739.405,59.124
2739.415,56.966
2739.425,58.462
2739.435,49.776
2739.445,32.9
2739.455,22.442
2739.465,22.028
2739.475,26.262
2739.485,30.619
2739.495,35.291
2739.505,36.457
2739.515,34.813
2739.525,36.52
2739.535,42.533
2739.545,50.638
2739.555,51.096
2739.565,43.972
2739.575,36.902
2739.585,30.69
2739.595,29.645
2739.605,29.735
2739.615,30.918
2739.625,32.832
2739.635,39.116
2739.645,46.23
2739.655,48.047
2739.665,54.42
2739.675,55.67
2739.685,44.87
2739.695,36.558
2739.705,32.841
2739.715,31.881
2739.725,35.046
2739.735,38.339
2739.745,39.906
2739.755,35.833
2739.765,28.746
2739.775,26.845
2739.785,31.077
2739.795,31.659
2739.805,26.496
2739.815,23.985
2739.825,24.34
2739.835,25.644
2739.845,29.495
2739.855,34.785
2739.865,36.168
2739.875,34.344
2739.885,30.506
2739.895,29.504
2739.905,28.793
2739.915,28.1
2739.925,31.757
2739.935,37.143
2739.945,39.441
2739.955,41.396
2739.965,44.527
2739.975,47.184
2739.985,41.568
2739.995,27.531
2740.005,21.95
2740.015,22.369
2740.025,23.991
2740.035,30.164
2740.045,35.193
2740.055,29.985
2740.065,25.18
2740.075,26.617
2740.085,29.189
2740.095,25.78
2740.105,24.977
2740.115,26.466
2740.125,33.015
2740.135,41.071
2740.145,38.758
2740.155,37.517
2740.165,38.265
2740.175,39.352
2740.185,36.41
2740.195,34.491
2740.205,32.563
2740.215,28.613
2740.225,29.611
2740.235,33.678
2740.245,30.498
2740.255,25.406
2740.265,25.643
2740.275,26.217
2740.285,30.762
2740.295,38.47
2740.305,47.61
2740.315,54.935
2740.365,56.304
2740.375,56.986
2740.385,57.052
2740.395,53.585
2740.405,54.527
2740.415,56.121
2740.425,57.215
2740.435,58.961
2740.445,67.355
2740.455,72.961
2740.465,71.694
2740.475,67.248
2740.485,59.741
2740.495,49.496
2740.505,44.218
2740.515,43.839
2740.525,47.708
2740.535,51.684
2740.545,50.716
2740.555,57.854
2740.565,62.365
2740.575,58.359
2740.585,57.499
2740.595,56.864
2740.605,49.905
2740.615,45.492
2740.625,42.508
2740.635,43.78
2740.645,41.486
2740.655,35.316
2740.665,29.478
2740.675,25.508
2740.685,22.269
2740.695,22.57
2740.705,23.48
2740.715,27.545
2740.725,30.054
2740.735,33.747
2740.745,47.379
2740.755,52.66
2740.765,53.497
2740.775,52.038
2740.785,39.039
2740.795,27.007
2740.805,23.33
2740.815,26.378
2740.825,33.077
2740.835,40.911
2740.845,43.121
2740.855,41.129
2740.865,40.621
2740.875,36.813
2740.885,34.909
2740.895,39.743
2740.905,48.544
2740.915,50.194
2740.925,45.004
2740.935,37.393
2740.945,34.781
2740.955,35.209
2740.965,33.317
2740.975,30.543
2740.985,28.481
2740.995,29.239
2741.005,37.72
2741.015,42.305
2741.025,41.458
2741.035,44.59
2741.045,49.04
2741.055,52.481
2741.065,53.65
2741.075,43.148
2741.085,39.238
2741.095,40.452
2741.105,42.849
2741.115,48.096
2741.125,47.177
2741.135,37.19
2741.145,30.941
2741.155,27.693
2741.165,26.433
2741.175,30.863
2741.185,39.673
2741.195,48.317
2741.205,56.619
2741.215,68.678
2741.225,62.007
2741.235,48.581
2741.245,40.787
2741.255,40.426
2741.265,42.011
2741.275,45.777
2741.295,48.195
2741.305,44.915
2741.315,39.587
2741.325,35.885
2741.335,34.286
2741.345,37.018
2741.375,46.072
2741.385,55.583
2741.395,52.695
2741.405,41.442
2741.415,36.179
2741.425,35.907
2741.435,34.763
2741.445,34.116
2741.455,31.674
2741.465,31.791
2741.475,34.089
2741.485,38.361
2741.495,36.373
2741.505,27.23
2741.515,31.156
2741.525,36.851
2741.535,41.729
2741.545,45.131
2741.555,43.509
2741.565,44.777
2741.575,59.075
2741.585,69.21
2741.595,68.503
2741.605,66.11
2741.615,62.059
2741.625,60.711
2741.635,62.131
2741.645,61.697
2741.655,58.056
2741.665,43.306
2741.675,39.352
2741.685,36.89
2741.695,41.247
2741.705,51.002
2741.715,58.909
2741.725,61.364
2741.735,58.682
2741.745,60.404
2741.755,69.693
2741.765,77.867
2741.775,83.25
2741.785,92.544
2741.795,85.626
2741.805,67.308
2741.815,56.584
2741.825,56.492
2741.835,55.107
2741.845,53.691
2741.855,52.415
2741.865,39.403
2741.875,32.288
2741.885,35.056
2741.895,39.794
2741.905,43.162
2741.915,38.068
2741.925,30.175
2741.935,28.924
2741.945,34.176
2741.955,39.37
2741.965,44.142
2741.975,51.434
2741.985,54.213
2741.995,75.11
2742.005,90.106
2742.015,88.715
2742.025,104.738
2742.035,118.613
2742.045,109.82
2742.055,78.626
2742.065,42.298
2742.075,29.273
2742.085,28.539
2742.095,32.442
2742.105,35.757
2742.125,41.004
2742.135,41.889
2742.145,36.297
2742.155,30.893
2742.165,30.419
2742.175,35.264
2742.185,42.289
2742.195,52.651
2742.205,64.154
2742.215,68.257
2742.225,64.824
2742.235,61.43
2742.245,56.873
2742.255,47.482
2742.265,37.649
2742.275,32.528
2742.285,28.698
2742.295,28.977
2742.305,29.082
2742.315,35.571
2742.325,46.794
2742.335,57.538
2742.345,63.051
2742.355,66.808
2742.365,61.898
2742.375,47.799
2742.385,40.844
2742.395,33.869
2742.405,35.634
2742.415,38.157
2742.425,34.616
2742.435,37.702
2742.445,50.562
2742.455,51.071
2742.465,48.181
2742.475,45.597
2742.485,48.461
2742.495,50.168
2742.505,54.192
2742.515,62.975
2742.525,66.344
2742.535,63.501
2742.545,60.577
2742.555,58.39
2742.565,55.942
2742.575,46.344
2742.585,32.353
2742.595,28.281
2742.605,34.565
2742.615,40.295
2742.625,37.106
2742.635,29.947
2742.645,23.418
2742.655,22.489
2742.665,28.313
2742.675,35.391
2742.685,43.128
2742.705,53.089
2742.715,54.476
2742.725,53.317
2742.735,52.679
2742.745,48.998
2742.755,48.189
2742.765,49.047
2742.775,43.801
2742.785,43.791
2742.795,59.015
2742.805,76.227
2742.815,79.248
2742.825,79.089
2742.835,74.25
2742.845,70.546
2742.855,57.646
2742.865,47.882
2742.875,46.185
2742.885,50.173
2742.895,56.19
2742.905,53.026
2742.915,43.486
2742.925,38.603
2742.935,32.762
2742.945,29.463
2742.955,31.18
2742.965,30.667
2742.975,30.786
2742.985,31.592
2742.995,28.459
2743.005,24.627
2743.015,27.624
2743.025,33.515
2743.035,36.619
2743.045,33.848
2743.055,29.683
2743.065,27.194
2743.075,27.519
2743.085,29.224
2743.095,32.445
2743.105,35.475
2743.115,42.611
2743.125,41.808
2743.135,38.167
2743.145,41.99
2743.155,50.109
2743.165,56.645
2743.175,52.254
2743.185,41.895
2743.195,35.556
2743.205,34.795
2743.215,39.682
2743.225,47.508
2743.235,45.584
2743.245,35.85
2743.255,26.62
2743.265,24.097
2743.275,27.673
2743.285,29.693
2743.295,27.163
2743.305,26.224
2743.315,26.122
2743.325,26.443
2743.335,31.221
2743.345,39.236
2743.355,43.311
2743.365,52.774
2743.375,66.684
2743.385,66.264
2743.395,67.224
2743.405,74.644
2743.415,71.277
2743.425,71.014
2743.435,71.441
2743.445,63.914
2743.455,50.84
2743.465,35.107
2743.475,33.153
2743.485,32.764
2743.495,30.44
2743.505,30.558
2743.515,30.298
2743.525,28.924
2743.535,25.515
2743.545,23.828
2743.555,28.718
2743.565,32.972
2743.575,44.74
2743.585,56.753
2743.595,52.981
2743.605,41.445
2743.615,40.103
2743.625,45.629
2743.635,47.488
2743.645,46.996
2743.655,52.738
2743.665,59.72
2743.675,46.768
2743.685,35.845
2743.695,31.256
2743.705,30.248
2743.715,38.284
2743.725,43.428
2743.735,45.15
2743.745,39.696
2743.755,36.302
2743.765,37.343
2743.775,50.646
2743.785,52.678
2743.795,50.874
2743.805,46.893
2743.815,43.43
2743.825,35.794
2743.835,38.852
2743.845,51.076
2743.855,49.121
2743.865,30.849
2743.875,25.678
2743.885,27.493
2743.895,35.47
2743.905,43.532
2743.915,45.905
2743.925,40.509
2743.935,34.708
2743.945,29.968
2743.955,36.239
2743.965,46.032
2743.975,50.94
2743.985,62.861
2743.995,71.132
2744.005,62.672
2744.015,45.046
2744.025,31.942
2744.035,25.814
2744.045,27.015
2744.055,25.048
2744.065,27.342
2744.075,26.692
2744.085,26.732
2744.095,28.879
2744.105,34.349
2744.115,36.432
2744.125,32.481
2744.135,31.313
2744.145,32.549
2744.155,37.488
2744.165,37.916
2744.175,36.474
2744.185,34.397
2744.195,30.46
2744.205,35.687
2744.215,40.73
2744.225,43.186
2744.235,43.395
2744.245,36.506
2744.255,29.865
2744.265,29.666
2744.275,29.899
2744.285,31.647
2744.295,31.854
2744.305,33.537
2744.315,35.178
2744.325,34.756
2744.375,55.695
2744.385,52.585
2744.395,47.843
2744.405,41.734
2744.415,34.674
2744.425,30.631
2744.435,25.199
2744.445,24.187
2744.455,28.314
2744.465,32.592
2744.475,36.794
2744.485,39.274
2744.495,38.158
2744.505,31.744
2744.515,28.026
2744.525,31.052
2744.535,35.084
2744.545,36.315
2744.555,35.27
2744.565,33.478
2744.575,31.5
2744.585,25.304
2744.595,22.243
2744.605,25.922
2744.615,32.718
2744.625,38.067
2744.635,37.427
2744.645,38.325
2744.655,42.998
2744.665,35.488
2744.675,26.34
2744.685,27.396
2744.695,33.03
2744.705,38.312
2744.715,37.448
2744.725,36.885
2744.735,34.852
2744.745,36.767
2744.755,38.712
2744.765,33.924
2744.775,38.134
2744.785,45.287
2744.795,56.801
2744.805,53.301
2744.815,37.491
2744.825,36.479
2744.835,37.585
2744.845,39.097
2744.855,45.039
2744.865,45.028
2744.875,47.963
2744.885,50.796
2744.895,47.102
2744.905,36.306
2744.915,29.179
2744.925,26.282
2744.935,28.864
2744.945,31.589
2744.955,31.728
2744.965,26.029
2744.975,23.904
2744.985,20.146
2744.995,19.182
2745.005,24.079
2745.015,29.544
2745.025,31.202
2745.035,35.806
2745.045,45.573
2745.055,56.112
2745.065,61.132
2745.075,62.63
2745.085,60.202
2745.095,52.173
2745.105,45.426
2745.115,50.228
2745.125,57.36
2745.135,57.197
2745.145,50.313
2745.155,41.666
2745.165,44.654
2745.185,44.444
2745.195,47.795
2745.205,49.307
2745.215,47.105
2745.225,44.405
2745.235,48.963
2745.245,52.396
2745.255,50.114
2745.265,44.465
2745.275,38.032
2745.285,33.222
2745.295,37.093
2745.305,39.283
2745.315,34.935
2745.325,30.12
2745.335,30.955
2745.345,32.795
2745.355,31.74
2745.365,39.034
2745.375,47.206
2745.385,51.415
2745.395,59.034
2745.405,61.071
2745.415,63.867
2745.425,68.344
2745.435,60.149
2745.445,54.806
2745.455,49.845
2745.465,42.551
2745.475,35.546
2745.485,29.389
2745.495,26.126
2745.505,31.584
2745.515,42.481
2745.525,44.303
2745.535,38.323
2745.545,38.676
2745.555,45.04
2745.565,54.253
2745.575,50.22
2745.585,47.438
2745.595,45.751
2745.605,32.185
2745.615,35.404
2745.625,38.394
2745.635,37.56
2745.645,45.157
2745.655,58.707
2745.665,59.764
2745.675,48.347
2745.685,44.493
2745.695,36.325
2745.705,36.048
2745.715,40.24
2745.725,44.336
2745.735,45.918
2745.745,42.368
2745.755,35.937
2745.765,32.533
2745.775,33.042
2745.785,37.419
2745.795,40.863
2745.805,42.022
2745.815,40.891
2745.825,31.934
2745.835,28.929
2745.845,34.418
2745.855,35.39
2745.865,40.094
2745.875,45.456
2745.885,45.673
2745.895,44.524
2745.905,42.886
2745.915,42.344
2745.925,42.777
2745.935,47.271
2745.945,55.486
2745.955,59.61
2745.965,53.531
2745.975,44.704
2745.985,36.421
2745.995,31.265
2746.005,28.025
2746.015,30.665
2746.025,40.804
2746.035,52.29
2746.045,58.574
2746.055,63.443
2746.065,60.664
2746.075,65.425
2746.085,85.392
2746.095,102.378
2746.105,94.221
2746.115,74.393
2746.125,58.09
2746.135,52.914
2746.145,50.285
2746.155,40.645
2746.165,31.904
2746.175,27.651
2746.185,24.543
2746.195,22.177
2746.205,25.633
2746.215,31.631
2746.225,38.577
2746.235,40.035
2746.245,39.248
2746.255,40.875
2746.265,44.74
2746.275,54.814
2746.285,55.374
2746.295,54.71
2746.305,50.993
2746.315,42.846
2746.325,39.627
2746.335,38.946
2746.345,39.77
2746.355,38.134
2746.365,35.093
2746.375,35.736
2746.385,36.889
2746.395,38.385
2746.405,38.058
2746.415,42.239
2746.425,49.762
2746.435,56.744
2746.445,60.717
2746.455,54.662
2746.465,44.944
2746.475,38.593
2746.485,37.828
2746.495,39.278
2746.505,44.028
2746.515,49.759
2746.525,56.178
2746.535,67.475
2746.545,71.557
2746.555,83.548
2746.565,108.23
2746.575,141.821
2746.585,170.849
2746.595,116.634
2746.605,54.311
2746.615,50.276
2746.625,51.11
2746.635,54.235
2746.645,49.263
2746.655,43.211
2746.665,51.224
2746.675,61.149
2746.685,59.691
2746.695,60.244
2746.705,60.748
2746.715,55.897
2746.725,55.198
2746.735,56.721
2746.745,63.07
2746.755,62.4
2746.765,54.662
2746.775,48.583
2746.785,41.689
2746.795,40.967
2746.805,48.827
2746.815,60.555
2746.825,76.395
2746.835,84.284
2746.845,78.531
2746.855,75.339
2746.865,67.316
2746.875,59.629
2746.885,60.15
2746.895,58.662
2746.905,51.12
2746.915,44.911
2746.925,40.949
2746.935,38.647
2746.945,42.72
2746.955,51.673
2746.965,51.007
2746.975,48.779
2746.985,43.392
2746.995,42.262
2747.005,45.548
2747.025,37.775
2747.035,32.436
2747.045,32.44
2747.055,37.899
2747.065,44.424
2747.075,45.505
2747.085,43.848
2747.095,39.711
2747.105,35.862
2747.115,35.077
2747.125,34.118
2747.135,35.703
2747.145,40.269
2747.155,46.214
2747.165,54.015
2747.175,56.233
2747.185,52.599
2747.195,49.581
2747.205,49.253
2747.215,46.648
2747.225,43.215
2747.235,35.056
2747.245,35.634
2747.255,43.5
2747.265,41.684
2747.275,35.862
2747.285,32.417
2747.295,33.083
2747.305,35.994
2747.315,40.31
2747.325,50.26
2747.335,55.588
2747.345,57.757
2747.355,62.56
2747.365,62.966
2747.375,57.122
2747.385,46.431
2747.395,39.902
2747.405,39.224
2747.415,34.76
2747.425,27.513
2747.435,25.196
2747.445,26.274
2747.455,26.09
2747.465,28.007
2747.475,34.138
2747.485,54.929
2747.495,65.381
2747.505,62.09
2747.515,62.751
2747.525,65.245
2747.535,53.069
2747.545,27.561
2747.555,14.658
2747.565,19.314
2747.575,24.276
2747.585,31.171
2747.595,32.979
2747.605,29.288
2747.615,26.564
2747.625,34.604
2747.635,48.866
2747.645,53.779
2747.655,50.871
2747.665,46.654
2747.675,45.941
2747.685,42.518
2747.695,31.953
2747.705,26.364
2747.715,29.409
2747.725,32.662
2747.735,38.735
2747.745,42.382
2747.755,44.439
2747.765,44.521
2747.775,44.899
2747.785,49.871
2747.795,53.783
2747.805,53.294
2747.815,50.765
2747.825,49.657
2747.835,49.4
2747.845,44.244
2747.855,41.839
2747.865,38.077
2747.875,37.822
2747.885,39.969
2747.895,45.696
2747.905,56.914
2747.915,67.189
2747.925,74.09
2747.935,66.749
2747.945,44.401
2747.955,41.856
2747.965,46.304
2747.975,50.138
2747.985,50.866
2747.995,53.259
2748.005,53.767
2748.015,58.063
2748.025,62.533
2748.035,61.091
2748.045,49.214
2748.055,36.194
2748.065,33.087
2748.075,37.462
2748.085,44.121
2748.095,51.035
2748.105,63.968
2748.115,71.199
2748.125,67.15
2748.135,50.171
2748.145,41.665
2748.155,43.462
2748.165,46.943
2748.175,44.152
2748.185,37.209
2748.195,36.094
2748.205,36.583
2748.215,39.209
2748.225,34.343
2748.235,29.225
2748.245,31.074
2748.255,38.725
2748.265,47.81
2748.275,62.093
2748.285,69.9
2748.295,60.235
2748.305,47.995
2748.315,44.144
2748.325,46.778
2748.335,56.106
2748.345,63.143
2748.355,73.155
2748.365,76.41
2748.375,77.968
2748.385,84.28
2748.395,85.851
2748.405,94.65
2748.415,104.066
2748.425,118.035
2748.435,99.723
2748.445,71.654
2748.455,74.814
2748.465,68.022
2748.475,69.903
2748.485,51.486
2748.495,32.799
2748.505,35.982
2748.515,39.763
2748.525,46.631
2748.535,49.99
2748.545,45.566
2748.555,35.398
2748.565,29.772
2748.575,31.545
2748.585,35.41
2748.595,36.471
2748.605,43.29
2748.615,49.309
2748.625,52.478
2748.635,54.1
2748.645,63.928
2748.655,61.488
2748.665,49.547
2748.675,52.012
2748.685,55.757
2748.695,55.553
2748.705,58.262
2748.715,55.951
2748.725,44.52
2748.735,35.592
2748.745,33.063
2748.755,32.603
2748.765,33.194
2748.775,33.508
2748.785,35.568
2748.795,37.508
2748.805,38.817
2748.815,41.135
2748.825,42.295
2748.835,47.665
2748.845,54.835
2748.855,61.167
2748.865,61.105
2748.875,50.164
2748.885,38.468
2748.895,28.607
2748.905,25.408
2748.915,25.562
2748.925,26.239
2748.935,23.421
2748.945,20.0
2748.955,20.177
2748.965,23.464
2748.975,28.042
2748.985,36.813
2748.995,43.388
2749.005,46.73
2749.015,47.443
2749.025,46.868
2749.035,55.928
2749.045,72.595
2749.055,92.201
2749.065,101.583
2749.075,104.367
2749.085,105.426
2749.095,107.812
2749.105,92.274
2749.115,79.535
2749.125,70.246
2749.135,60.474
2749.145,51.147
2749.155,52.39
2749.165,57.44
2749.175,53.169
2749.185,43.95
2749.195,34.872
2749.205,26.591
2749.215,24.869
2749.225,28.705
2749.235,30.259
2749.245,30.283
2749.255,31.059
2749.265,33.753
2749.275,35.103
2749.285,36.808
2749.295,43.006
2749.305,42.096
2749.315,41.605
2749.325,43.096
2749.335,47.946
2749.345,51.341
2749.355,57.725
2749.365,68.026
2749.375,83.41
2749.385,85.257
2749.395,66.774
2749.405,50.47
2749.415,38.431
2749.425,26.777
2749.435,20.672
2749.445,19.942
2749.455,19.02
2749.465,20.195
2749.475,25.225
2749.485,30.675
2749.495,35.89
2749.505,34.466
2749.515,33.82
2749.525,37.671
2749.535,43.346
2749.545,55.679
2749.555,64.982
2749.565,71.499
2749.575,88.744
2749.585,86.494
2749.595,77.041
2749.605,65.124
2749.615,42.064
2749.625,23.988
2749.635,18.125
2749.645,19.249
2749.655,27.123
2749.665,36.243
2749.685,46.341
2749.695,48.547
2749.705,53.973
2749.715,55.38
2749.725,51.335
2749.735,53.413
2749.745,55.936
2749.755,39.207
2749.765,28.808
2749.775,40.541
2749.785,52.192
2749.795,52.517
2749.805,49.721
2749.815,53.601
2749.825,54.858
2749.835,52.467
2749.845,53.006
2749.855,52.199
2749.865,45.603
2749.875,40.759
2749.885,39.158
2749.895,39.499
2749.905,42.257
2749.915,42.971
2749.925,42.922
2749.935,42.184
2749.945,39.809
2749.955,34.452
2749.965,28.95
2749.975,28.482
2749.985,32.453
2749.995,39.785
2750.005,43.98
2750.015,47.998
2750.025,52.19
2750.035,51.989
2750.045,47.541
2750.055,40.054
2750.065,41.331
2750.075,45.991
2750.085,45.95
2750.095,45.23
2750.105,44.7
2750.115,40.195
2750.125,37.821
2750.135,42.25
2750.145,48.917
2750.155,53.756
2750.165,53.589
2750.175,53.048
2750.185,50.812
2750.195,42.022
2750.205,31.209
2750.215,29.968
2750.225,31.335
2750.235,34.184
2750.245,27.248
2750.255,23.72
2750.265,29.606
2750.275,37.305
2750.285,40.537
2750.295,41.042
2750.305,35.563
2750.315,35.563
2750.325,48.09
2750.335,56.636
2750.385,63.787
2750.395,80.25
2750.405,66.961
2750.415,69.539
2750.425,48.145
2750.435,36.787
2750.445,35.433
2750.455,37.739
2750.465,44.899
2750.475,48.57
2750.485,52.065
2750.495,51.141
2750.505,58.711
2750.515,71.074
2750.525,77.488
2750.535,75.215
2750.545,49.948
2750.555,37.922
2750.565,36.064
2750.575,37.503
2750.585,43.994
2750.595,44.06
2750.605,43.816
2750.615,51.16
2750.625,62.805
2750.635,65.698
2750.645,43.217
2750.655,35.927
2750.665,24.008
2750.675,19.668
2750.685,21.961
2750.695,19.439
2750.705,23.03
2750.715,29.357
2750.725,26.966
2750.735,31.462
2750.745,36.828
2750.755,38.683
2750.765,40.564
2750.775,37.357
2750.785,30.574
2750.795,27.179
2750.805,26.648
2750.815,24.854
2750.825,22.912
2750.835,21.952
2750.845,22.545
2750.855,25.162
2750.865,32.754
2750.875,34.45
2750.885,30.078
2750.895,34.947
2750.905,36.126
2750.915,32.139
2750.925,29.226
2750.935,26.142
2750.945,21.889
2750.955,24.923
2750.965,34.251
2750.975,37.975
2750.985,34.983
2750.995,34.445
2751.005,33.229
2751.015,32.873
2751.025,40.599
2751.035,42.07
2751.045,37.132
2751.065,44.224
2751.075,57.17
2751.085,59.707
2751.095,49.537
2751.105,48.313
2751.115,31.911
2751.125,32.443
2751.135,39.866
2751.145,43.396
2751.155,47.522
2751.165,40.634
2751.175,41.214
2751.185,43.024
2751.195,45.786
2751.205,47.819
2751.215,57.467
2751.225,61.118
2751.235,60.446
2751.245,57.616
2751.255,58.767
2751.265,63.97
2751.275,73.483
2751.285,80.489
2751.295,86.97
2751.305,106.657
2751.315,115.823
2751.325,94.361
2751.335,86.535
2751.345,90.194
2751.355,97.178
2751.365,93.7
2751.375,77.423
2751.385,59.938
2751.395,49.095
2751.405,48.762
2751.415,43.061
2751.425,29.392
2751.435,37.02
2751.445,48.024
2751.455,44.744
2751.465,36.179
2751.475,29.155
2751.485,28.524
2751.495,31.564
2751.505,33.735
2751.515,32.617
2751.525,38.349
2751.535,45.29
2751.545,43.887
2751.555,48.171
2751.565,53.353
2751.575,52.51
2751.585,46.758
2751.595,38.082
2751.605,29.725
2751.615,32.875
2751.625,47.283
2751.635,55.953
2751.645,59.605
2751.655,60.227
2751.665,48.241
2751.675,40.642
2751.685,44.87
2751.695,50.424
2751.705,50.188
2751.715,48.799
2751.725,48.805
2751.735,56.24
2751.745,65.527
2751.755,64.589
2751.765,38.779
2751.775,41.187
2751.785,56.952
2751.795,51.108
2751.805,42.714
2751.815,32.586
2751.825,31.723
2751.835,38.124
2751.845,42.458
2751.855,56.285
2751.865,66.758
2751.875,66.408
2751.885,47.835
2751.895,28.733
2751.905,16.58
2751.915,14.742
2751.925,19.028
2751.935,24.241
2751.945,26.954
2751.955,28.524
2751.965,31.182
2751.975,36.68
2751.985,41.918
2751.995,46.643
2752.005,45.96
2752.015,44.481
2752.025,42.401
2752.035,36.479
2752.045,36.552
2752.055,40.178
2752.065,38.155
2752.075,37.092
2752.085,51.297
2752.095,69.507
2752.105,89.756
2752.115,74.804
2752.125,46.855
2752.135,34.017
2752.145,35.431
2752.155,34.343
2752.165,32.298
2752.175,33.408
2752.185,35.558
2752.195,34.951
2752.205,37.81
2752.215,46.722
2752.225,48.334
2752.235,39.047
2752.245,36.616
2752.255,35.998
2752.265,32.011
2752.275,29.764
2752.285,34.195
2752.295,42.285
2752.305,44.26
2752.315,45.022
2752.325,41.705
2752.335,43.751
2752.345,40.337
2752.355,36.373
2752.365,31.665
2752.375,34.808
2752.385,40.234
2752.395,38.523
2752.405,44.41
2752.415,37.994
2752.425,32.9
2752.435,36.434
2752.445,36.176
2752.455,38.768
2752.465,43.369
2752.475,49.382
2752.485,54.289
2752.495,51.433
2752.505,45.126
2752.515,38.279
2752.525,31.803
2752.535,35.266
2752.545,44.023
2752.555,48.234
2752.565,41.292
2752.575,37.899
2752.585,36.573
2752.595,34.457
2752.605,28.656
2752.615,23.794
2752.625,27.396
2752.635,32.427
2752.645,30.753
2752.655,31.035
2752.665,32.086
2752.675,34.354
2752.685,36.989
2752.695,37.975
2752.705,41.968
2752.715,49.003
2752.725,52.035
2752.735,55.329
2752.745,58.265
2752.755,65.846
2752.765,74.134
2752.775,90.13
2752.785,90.735
2752.795,72.129
2752.805,52.748
2752.815,36.302
2752.825,29.474
2752.835,30.669
2752.845,29.736
2752.855,30.199
2752.865,42.815
2752.875,51.45
2752.885,53.582
2752.895,49.166
2752.905,44.666
2752.915,47.329
2752.925,56.41
2752.935,62.963
2752.945,70.312
2752.955,80.315
2752.965,90.86
2752.975,93.581
2752.985,82.251
2752.995,64.003
2753.005,45.409
2753.015,41.502
2753.025,38.284
2753.035,28.184
2753.045,28.063
2753.055,34.05
2753.065,33.872
2753.075,33.085
2753.085,41.55
2753.095,48.899
2753.105,57.072
2753.115,65.28
2753.125,63.511
2753.135,63.668
2753.145,58.793
2753.155,48.639
2753.165,43.269
2753.175,40.984
2753.185,40.322
2753.195,38.58
2753.205,35.022
2753.215,30.751
2753.225,30.717
2753.235,29.49
2753.245,28.448
2753.255,29.404
2753.265,29.892
2753.275,33.76
2753.285,40.608
2753.295,43.152
2753.305,44.334
2753.315,45.128
2753.325,43.011
2753.335,40.775
2753.345,48.673
2753.355,52.978
2753.365,41.048
2753.375,30.212
2753.385,44.069
2753.395,50.892
2753.405,48.459
2753.415,45.748
2753.425,30.569
2753.435,24.712
2753.445,30.751
2753.455,36.51
2753.465,37.982
2753.475,35.651
2753.485,35.191
2753.495,38.436
2753.505,33.549
2753.515,32.991
