Depth,Br
2829.705,0.3206
2829.715,0.2484
2829.725,0.2527
2829.735,0.3156
2829.745,0.3553
2829.755,0.2909
2829.765,0.3626
2829.775,0.4892
2829.785,0.4457
2829.795,0.2641
2829.805,0.1916
2829.815,0.206
2829.825,0.3311
2829.835,0.4351
2829.845,0.8317
2829.855,0.7756
2829.865,0.44
2829.875,0.4161
2829.885,0.285
2829.895,0.1703
2829.905,0.094
2829.915,0.0988
2829.925,0.1401
2829.935,0.197
2829.945,0.2416
2829.955,0.317
2829.965,0.4524
2829.975,0.7051
2829.985,0.7506
2829.995,0.8358
2830.005,0.9553
2830.015,0.6319
2830.025,0.344
2830.035,0.1648
2830.045,0.1917
2830.055,0.4216
2830.065,0.7963
2830.075,0.7355
2830.085,0.7598
2830.095,0.7669
2830.105,0.8009
2830.115,0.4942
2830.125,0.2699
2830.135,0.2672
2830.145,0.2762
2830.155,0.2247
2830.165,0.1867
2830.175,0.2103
2830.185,0.1992
2830.195,0.1946
2830.205,0.267
2830.215,0.323
2830.225,0.2858
2830.235,0.2654
2830.245,0.1254
2830.255,0.147
2830.265,0.1363
2830.275,0.1228
2830.295,0.2182
2830.305,0.2306
2830.325,0.246
2830.335,0.4175
2830.345,0.4167
2830.355,0.4355
2830.365,0.3522
2830.375,0.441
2830.385,0.7661
2830.395,0.9275
2830.405,0.9858
2830.415,0.5949
2830.425,0.2694
2830.435,0.1926
2830.445,0.4413
2830.455,0.3359
2830.465,0.2447
2830.475,0.4316
2830.485,0.4898
2830.495,0.5217
2830.505,0.7735
2830.515,0.9234
2830.525,1.0155
2830.535,0.794
2830.545,0.3004
2830.555,0.1639
2830.575,0.1033
2830.585,0.4662
2830.595,0.4518
2830.605,0.3719
2830.615,0.3074
2830.625,0.3337
2830.635,0.1924
2830.645,0.1814
2830.655,0.1826
2830.665,0.1215
2830.675,0.2075
2830.685,0.2122
2830.695,0.2692
2830.705,0.3091
2830.715,0.3309
2830.725,0.2501
2830.735,0.3186
2830.745,0.3102
2830.755,0.1815
2830.765,0.2992
2830.775,0.4051
2830.785,0.7438
2830.795,0.9841
2830.805,1.2576
2830.815,1.0316
2830.825,0.7446
2830.835,0.616
2830.845,0.3839
2830.855,0.3182
2830.865,0.4657
2830.875,0.4731
2830.885,0.4937
2830.895,0.6419
2830.905,0.4096
2830.915,0.3596
2830.925,0.3395
2830.935,0.2589
2830.955,0.271
2830.965,0.1646
2830.975,0.3304
2830.985,0.3714
2830.995,0.3894
2831.005,0.378
2831.015,0.3331
2831.025,0.2663
2831.035,0.1482
2831.045,0.1708
2831.055,0.2205
2831.065,0.2595
2831.075,0.2744
2831.085,0.392
2831.095,0.5669
2831.105,0.7579
2831.115,0.7214
2831.125,0.7881
2831.135,0.6717
2831.145,0.6259
2831.155,0.5823
2831.165,0.3667
2831.175,0.3753
2831.185,0.3667
2831.195,0.3317
2831.205,0.2801
2831.215,0.1785
2831.225,0.2296
2831.235,0.2711
2831.245,0.3702
2831.255,0.6715
2831.265,0.8136
2831.275,0.8611
2831.285,0.9931
2831.295,1.2041
2831.305,1.158
2831.315,0.8537
2831.325,0.4921
2831.335,0.5463
2831.345,0.5043
2831.355,0.3875
2831.365,0.366
2831.375,0.2127
2831.385,0.0801
2831.395,0.1187
2831.405,0.1693
2831.415,0.1845
2831.425,0.3255
2831.435,0.3415
2831.445,0.4447
2831.455,0.3213
2831.465,0.2694
2831.475,0.2152
2831.485,0.1893
2831.495,0.2628
2831.505,0.474
2831.515,0.6884
2831.525,1.0522
2831.535,1.8012
2831.545,1.6787
2831.555,1.1478
2831.565,0.6689
2831.575,0.3244
2831.585,0.3188
2831.595,0.5607
2831.605,0.7953
2831.615,0.8751
2831.625,0.9043
2831.635,0.8699
2831.645,0.6514
2831.655,0.4863
2831.665,0.3747
2831.675,0.282
2831.685,0.1662
2831.695,0.1077
2831.705,0.1445
2831.715,0.2339
2831.725,0.1732
2831.735,0.3397
2831.745,0.3703
2831.785,0.1167
2831.795,0.228
2831.805,0.3364
2831.815,0.4941
2831.825,0.7061
2831.835,0.8424
2831.845,0.8768
2831.855,0.5497
2831.865,0.7769
2831.875,0.8968
2831.885,1.45
2831.895,1.6378
2831.905,0.6565
2831.915,0.3192
2831.925,0.4056
2831.935,0.355
2831.945,0.3556
2831.955,0.2859
2831.965,0.2025
2831.975,0.2137
2831.985,0.3126
2831.995,0.3425
2832.005,0.3166
2832.015,0.3101
2832.025,0.2945
2832.035,0.4238
2832.045,0.699
2832.055,0.8176
2832.065,0.5254
2832.075,0.2545
2832.085,0.152
2832.095,0.3783
2832.105,0.5281
2832.115,0.4673
2832.125,0.683
2832.135,0.58
2832.145,0.4964
2832.155,0.4764
2832.165,0.1917
2832.175,0.3066
2832.185,0.38
2832.205,0.1887
2832.225,0.1992
2832.235,0.152
2832.285,0.196
2832.295,0.1312
2832.305,0.2167
2832.315,0.2333
2832.325,0.2865
2832.335,0.2633
2832.345,0.5484
2832.355,0.9792
2832.365,0.981
2832.375,0.7936
2832.385,0.673
2832.395,0.6585
2832.405,0.8623
2832.415,0.8809
2832.425,0.7167
2832.435,0.3762
2832.445,0.3526
2832.455,0.4486
2832.465,0.2888
2832.475,0.0913
2832.495,0.142
2832.505,0.2489
2832.515,0.1573
2832.525,0.287
2832.535,0.2295
2832.545,0.2463
2832.555,0.5094
2832.565,0.3529
2832.575,0.2442
2832.585,0.3267
2832.595,0.4834
2832.605,0.4112
2832.615,0.5554
2832.625,0.3813
2832.635,0.2401
2832.645,0.1792
2832.655,0.3452
2832.665,0.783
2832.675,0.8229
2832.685,0.4491
2832.695,0.2729
2832.705,0.3877
2832.715,0.7756
2832.725,1.0538
2832.735,1.0726
2832.745,0.8253
2832.755,0.6254
2832.765,0.4761
2832.775,0.3871
2832.785,0.5217
2832.795,0.9464
2832.805,1.1493
2832.815,1.3713
2832.825,1.3085
2832.835,1.04
2832.845,0.7033
2832.855,0.3527
2832.865,0.3118
2832.875,0.2818
2832.885,0.5787
2832.895,0.5673
2832.905,0.4232
2832.915,0.4033
2832.925,0.4754
2832.935,0.4795
2832.945,0.5919
2832.955,1.1168
2832.965,1.1648
2832.975,0.877
2832.985,0.8637
2832.995,0.5937
2833.005,0.2582
2833.015,0.2378
2833.025,0.3781
2833.035,0.4208
2833.045,0.2836
2833.055,0.3626
2833.065,0.3227
2833.075,0.5953
2833.085,1.2559
2833.095,1.5966
2833.105,1.3504
2833.115,0.8449
2833.125,0.346
2833.135,0.3564
2833.145,0.3464
2833.155,0.1799
2833.165,0.2427
2833.175,0.361
2833.185,0.1813
2833.195,0.2721
2833.205,0.3519
2833.215,0.3372
2833.225,0.2675
2833.235,0.3785
2833.245,0.5086
2833.255,0.4699
2833.265,0.4206
2833.275,0.4013
2833.285,0.4648
2833.295,0.7605
2833.305,1.0535
2833.315,0.8963
2833.325,0.8189
2833.335,0.683
2833.345,0.7643
2833.355,0.6866
2833.365,0.472
2833.375,0.4361
2833.385,0.3673
2833.395,0.4533
2833.405,0.3864
2833.415,0.319
2833.425,0.3701
2833.435,0.2221
2833.455,0.0973
2833.485,0.2245
2833.495,0.4662
2833.505,0.5907
2833.515,0.5424
2833.525,0.6607
2833.535,0.5845
2833.545,0.3611
2833.555,0.31
2833.565,0.2453
2833.595,0.0734
2833.605,0.4085
2833.615,0.4346
2833.625,0.2899
2833.635,0.2384
2833.645,0.4008
2833.655,0.4032
2833.665,0.1857
2833.675,0.1505
2833.685,0.1335
2833.695,0.1037
2833.705,0.2033
2833.715,0.1823
2833.725,0.1508
2833.735,0.2541
2833.745,0.3193
2833.755,0.3367
2833.765,0.3559
2833.775,0.3416
2833.785,0.3104
2833.795,0.2027
2833.805,0.1888
2833.815,0.2242
2833.825,0.1904
2833.835,0.1204
2833.845,0.1048
2833.855,0.0858
2833.865,0.406
2833.875,0.3508
2833.885,0.2707
2833.895,0.27
2833.905,0.1932
2833.915,0.14
2833.925,0.2298
2833.935,0.3603
2833.945,0.5286
2833.955,0.6633
2833.965,0.5782
2833.975,0.4356
2833.985,0.4815
2833.995,0.5739
2834.005,0.4798
2834.015,0.2516
2834.025,0.1318
2834.035,0.1525
2834.045,0.089
2834.065,0.2454
2834.075,0.316
2834.085,0.249
2834.095,0.2595
2834.105,0.2993
2834.115,0.1602
2834.125,0.3677
2834.135,0.3075
2834.145,0.1776
2834.155,0.3326
2834.165,0.2031
2834.175,0.1484
2834.185,0.338
2834.195,0.3084
2834.205,0.4243
2834.215,0.4522
2834.225,0.505
2834.235,0.583
2834.245,0.5534
2834.255,0.5439
2834.265,0.4831
2834.275,0.4925
2834.285,0.4786
2834.295,0.4961
2834.305,0.4627
2834.315,0.4543
2834.325,0.5172
2834.335,0.4849
2834.345,0.3513
2834.355,0.391
2834.365,0.51
2834.375,0.6507
2834.385,0.8531
2834.395,0.8284
2834.405,0.7725
2834.415,0.7551
2834.425,0.6388
2834.435,0.5968
2834.445,0.3085
2834.455,0.2512
2834.465,0.261
2834.475,0.2166
2834.485,0.2092
2834.495,0.2512
2834.505,0.3031
2834.515,0.3195
2834.525,0.2192
2834.535,0.2067
2834.545,0.267
2834.555,0.4791
2834.565,0.6231
2834.575,0.6176
2834.585,0.321
2834.595,0.3549
2834.605,0.2306
2834.615,0.1887
2834.625,0.2531
2834.635,0.3775
2834.645,0.6734
2834.655,0.7525
2834.665,0.8111
2834.675,0.8241
2834.685,0.6143
2834.695,0.3972
2834.705,0.3378
2834.715,0.3054
2834.725,0.2633
2834.735,0.1887
2834.745,0.1629
2834.755,0.2642
2834.765,0.2734
2834.775,0.2977
2834.785,0.2451
2834.795,0.1552
2834.805,0.2998
2834.815,0.4012
2834.825,0.4545
2834.835,0.5993
2834.845,0.7552
2834.855,0.8467
2834.865,0.5865
2834.875,0.1812
2834.885,0.1791
2834.895,0.2997
2834.905,0.4845
2834.915,0.3892
2834.925,0.3898
2834.935,0.5011
2834.945,0.3003
2834.955,0.3012
2834.965,0.4645
2834.975,0.5036
2834.985,0.5016
2834.995,0.1942
2835.005,0.3081
2835.015,0.4213
2835.025,0.1868
2835.035,0.2427
2835.045,0.247
2835.055,0.2567
2835.065,0.2672
2835.075,0.2472
2835.085,0.1249
2835.105,0.1179
2835.115,0.1819
2835.125,0.2793
2835.135,0.2877
2835.145,0.3266
2835.155,0.4712
2835.165,0.587
2835.175,1.0207
2835.185,1.1629
2835.195,0.8367
2835.205,0.5978
2835.215,0.3357
2835.225,0.2671
2835.235,0.3317
2835.245,0.5054
2835.255,0.8437
2835.265,0.8238
2835.275,0.511
2835.285,0.3425
2835.295,0.2615
2835.305,0.2326
2835.315,0.2548
2835.345,0.2599
2835.355,0.2784
2835.365,0.3054
2835.375,0.1866
2835.385,0.2642
2835.395,0.4055
2835.405,0.3313
2835.415,0.2576
2835.425,0.3048
2835.435,0.3416
2835.445,0.5773
2835.455,0.4207
2835.465,0.3524
2835.475,0.5674
2835.485,0.6314
2835.495,0.4335
2835.505,0.3897
2835.515,0.4656
2835.525,0.501
2835.535,0.208
2835.545,0.2652
2835.555,0.2135
2835.565,0.274
2835.575,0.1951
2835.585,0.2356
2835.595,0.2266
2835.605,0.2384
2835.615,0.2933
2835.625,0.2114
2835.635,0.2009
2835.645,0.1705
2835.655,0.3307
2835.665,0.4785
2835.675,0.6423
2835.685,0.7372
2835.695,0.9317
2835.705,0.9995
2835.715,0.8308
2835.725,0.4796
2835.735,0.4418
2835.745,0.3679
2835.755,0.2323
2835.765,0.1717
2835.775,0.1832
2835.785,0.2374
2835.795,0.305
2835.805,0.271
2835.815,0.26
2835.825,0.3887
2835.835,0.3993
2835.845,0.3568
2835.855,0.3508
2835.865,0.4532
2835.875,0.4651
2835.885,0.4668
2835.895,0.4651
2835.905,0.523
2835.915,0.3178
2835.925,0.123
2835.935,0.1814
2835.945,0.2276
2835.955,0.2086
2835.965,0.1099
2835.975,0.1482
2835.985,0.2113
2835.995,0.432
2836.005,0.274
2836.025,0.1975
2836.035,0.2363
2836.045,0.2176
2836.055,0.2563
2836.065,0.3152
2836.075,0.1942
2836.085,0.1733
2836.095,0.1587
2836.105,0.1216
2836.145,0.1456
2836.155,0.1526
2836.165,0.3853
2836.175,0.4509
2836.185,0.3911
2836.195,0.3805
2836.205,0.342
2836.215,0.378
2836.225,0.353
2836.235,0.3354
2836.245,0.3316
2836.255,0.5064
2836.265,0.4806
2836.275,0.4297
2836.285,0.6087
2836.295,0.7486
2836.305,0.5056
2836.315,0.5245
2836.325,0.565
2836.335,0.6151
2836.345,0.6629
2836.355,0.5892
2836.365,0.6481
2836.375,0.881
2836.385,0.8423
2836.395,0.6997
2836.405,0.136
2836.425,0.3962
2836.435,0.5869
2836.445,0.3969
2836.455,0.2482
2836.465,0.1318
2836.485,0.2777
2836.495,0.4271
2836.505,0.4531
2836.515,0.4517
2836.525,0.1996
2836.535,0.1294
2836.545,0.3136
2836.555,0.4548
2836.565,0.4306
2836.575,0.5307
2836.585,0.6041
2836.595,0.6437
2836.605,0.6522
2836.615,0.7644
2836.625,0.7224
2836.635,0.5309
2836.645,0.3132
2836.655,0.2744
2836.665,0.2538
2836.675,0.1497
2836.685,0.1722
2836.695,0.3208
2836.705,0.3774
2836.715,0.2893
2836.725,0.2489
2836.735,0.2802
2836.745,0.3234
2836.755,0.3356
2836.765,0.419
2836.775,0.3753
2836.785,0.459
2836.795,0.5231
2836.805,0.2761
2836.815,0.2764
2836.825,0.2944
2836.835,0.0938
2836.845,0.205
2836.855,0.7654
2836.865,0.8476
2836.875,0.554
2836.885,0.1993
2836.895,0.0772
2836.905,0.3814
2836.915,0.4504
2836.925,0.5234
2836.935,0.3954
2836.945,0.3682
2836.955,0.4579
2836.965,0.5511
2836.975,0.6235
2836.985,0.8191
2836.995,0.7718
2837.005,0.8902
2837.015,0.7622
2837.025,0.205
2837.045,0.2318
2837.055,0.3587
2837.065,0.3243
2837.075,0.2819
2837.085,0.2952
2837.095,0.3273
2837.105,0.4323
2837.115,0.4498
2837.125,0.3695
2837.135,0.3317
2837.145,0.3371
2837.155,0.2101
2837.165,0.2138
2837.175,0.2164
2837.185,0.1584
2837.195,0.2263
2837.205,0.3087
2837.215,0.1278
2837.225,0.1729
2837.235,0.3339
2837.245,0.3391
2837.255,0.3579
2837.265,0.3227
2837.275,0.1598
2837.305,0.1279
2837.315,0.0967
2837.325,0.2055
2837.335,0.2269
2837.345,0.155
2837.355,0.1811
2837.365,0.1734
2837.375,0.3524
2837.385,0.5061
2837.395,0.4567
2837.405,0.7088
2837.415,0.7842
2837.425,0.6902
2837.435,0.7464
2837.445,0.7067
2837.455,0.4263
2837.465,0.4953
2837.475,0.4881
2837.485,0.4542
2837.495,0.4504
2837.505,0.4855
2837.515,0.4285
2837.525,0.3589
2837.535,0.2615
2837.545,0.1046
2837.555,0.2544
2837.565,0.4383
2837.575,0.3101
2837.585,0.3171
2837.595,0.2182
2837.605,0.2161
2837.615,0.2115
2837.625,0.1522
2837.635,0.2233
2837.645,0.3754
2837.655,0.2049
2837.665,0.2619
2837.675,0.3231
2837.685,0.3122
2837.695,0.3818
2837.705,0.4436
2837.715,0.4555
2837.725,0.3623
2837.735,0.2463
2837.745,0.2415
2837.755,0.1547
2837.765,0.2837
2837.775,0.6374
2837.785,0.7438
2837.795,0.9326
2837.805,0.8786
2837.815,0.6324
2837.825,0.631
2837.835,0.3094
2837.845,0.1344
2837.855,0.475
2837.865,0.7444
2837.895,0.6297
2837.905,0.664
2837.915,0.3992
2837.925,0.2363
2837.935,0.1248
2837.945,0.1372
2837.955,0.1346
2837.965,0.1659
2837.975,0.2688
2837.985,0.2915
2837.995,0.2351
2838.005,0.2656
2838.015,0.463
2838.025,0.4297
2838.035,0.2803
2838.045,0.2643
2838.055,0.1683
2838.065,0.1368
2838.075,0.2951
2838.085,0.4681
2838.095,0.4804
2838.105,0.2374
2838.115,0.5816
2838.125,0.6532
2838.135,0.7232
2838.145,0.5969
2838.155,0.478
2838.165,0.3374
2838.175,0.1587
2838.185,0.1895
2838.195,0.2544
2838.205,0.1819
2838.215,0.1433
2838.225,0.0907
2838.315,0.1726
2838.325,0.1401
2838.355,0.2115
2838.365,0.4948
2838.375,0.4146
2838.385,0.361
2838.395,0.2972
2838.405,0.2593
2838.415,0.1728
2838.425,0.2197
2838.435,0.3567
2838.445,0.298
2838.455,0.3232
2838.465,0.3112
2838.475,0.3504
2838.485,0.474
2838.495,0.5668
2838.505,0.581
2838.515,0.5025
2838.525,0.5205
2838.535,0.3682
2838.545,0.2339
2838.555,0.2439
2838.565,0.1316
2838.595,0.1108
2838.605,0.121
2838.635,0.1534
2838.645,0.2014
2838.655,0.1996
2838.665,0.1559
2838.675,0.233
2838.685,0.2331
2838.735,0.1392
2838.745,0.2244
2838.755,0.2585
2838.765,0.308
2838.775,0.3456
2838.785,0.4447
2838.795,0.8335
2838.805,0.633
2838.815,0.3629
2838.825,0.3164
2838.835,0.3496
2838.845,0.5213
2838.855,0.5065
2838.865,0.5049
2838.875,0.4286
2838.885,0.1127
2839.065,0.1481
2839.075,0.187
2839.145,0.0723
2839.155,0.1539
2839.165,0.2145
2839.175,0.1971
2839.185,0.2095
2839.195,0.2986
2839.205,0.4072
2839.215,0.2875
2839.235,0.0941
2839.245,0.2644
2839.255,0.4533
2839.265,0.5778
2839.275,0.597
2839.285,0.6588
2839.295,0.7018
2839.305,0.6786
2839.315,0.7138
2839.325,0.7711
2839.335,0.6926
2839.345,0.6025
2839.355,0.6841
2839.365,0.8571
2839.375,0.9602
2839.385,1.0382
2839.395,1.0539
2839.405,1.0681
2839.415,0.8701
2839.425,0.5321
2839.435,0.3505
2839.445,0.3873
2839.455,0.4896
2839.465,0.5183
2839.475,0.5006
2839.485,0.4935
2839.495,0.6414
2839.505,0.8864
2839.515,0.7311
2839.525,0.5374
2839.535,0.5401
2839.545,0.4084
2839.555,0.2903
2839.565,0.2928
2839.575,0.4344
2839.585,0.6415
2839.595,0.551
2839.605,0.4545
2839.615,0.4374
2839.625,0.3674
2839.635,0.3679
2839.645,0.4247
2839.655,0.3959
2839.665,0.3161
2839.675,0.3236
2839.685,0.3108
2839.695,0.327
2839.705,0.3335
2839.715,0.3668
2839.725,0.4533
2839.735,0.4064
2839.745,0.3937
2839.755,0.3145
2839.765,0.2351
2839.775,0.2631
2839.785,0.3227
2839.795,0.2683
2839.805,0.1175
2839.845,0.1169
2839.855,0.2232
2839.865,0.2158
2839.875,0.1341
2839.925,0.0754
2839.945,0.0979
2839.965,0.123
2839.975,0.2074
2839.985,0.2266
2839.995,0.263
2840.005,0.3353
2840.015,0.4621
2840.025,0.6671
2840.035,0.9614
2840.045,0.9363
2840.055,0.8558
2840.065,0.6661
2840.075,0.5269
2840.085,0.5238
2840.095,0.7025
2840.105,0.8716
2840.115,0.9338
2840.125,0.7232
2840.135,0.3458
2840.145,0.1376
2840.165,0.0949
2840.175,0.147
2840.185,0.0944
2840.195,0.1729
2840.205,0.3037
2840.215,0.5165
2840.225,0.5762
2840.235,0.3892
2840.245,0.2702
2840.255,0.1954
2840.265,0.1303
2840.275,0.163
2840.285,0.1935
2840.295,0.1714
2840.305,0.1533
2840.315,0.2301
2840.325,0.4772
2840.335,0.5005
2840.345,0.1974
2840.355,0.1036
2840.365,0.1074
2840.375,0.1177
2840.395,0.2587
2840.405,0.3533
2840.415,0.3993
2840.425,0.2801
2840.435,0.4946
2840.445,0.5829
2840.455,0.4911
2840.465,0.4502
2840.475,0.4228
2840.485,0.5498
2840.495,0.4706
2840.505,0.2796
2840.525,0.184
2840.535,0.2083
2840.545,0.3816
2840.555,0.5052
2840.565,0.5158
2840.575,0.6747
2840.585,0.9171
2840.595,0.7057
2840.605,0.4497
2840.615,0.6117
2840.625,0.3809
2840.635,0.1439
2840.645,0.3403
2840.655,0.3891
2840.665,0.463
2840.675,0.3671
2840.685,0.2695
2840.695,0.3526
2840.705,0.3819
2840.715,0.2669
2840.725,0.2398
2840.735,0.1657
2840.745,0.1428
2840.755,0.1263
2840.765,0.1781
2840.775,0.202
2840.785,0.2166
2840.795,0.1822
2840.805,0.2072
2840.815,0.2912
2840.825,0.2908
2840.835,0.4968
2840.845,0.4408
2840.855,0.2199
2840.865,0.1607
2840.875,0.1326
2840.885,0.1495
2840.895,0.1659
2840.905,0.2197
2840.915,0.104
2840.925,0.1057
2840.935,0.095
2840.945,0.1273
2840.955,0.1727
2840.965,0.1798
2840.975,0.2258
2840.985,0.2331
2840.995,0.2069
2841.005,0.2394
2841.015,0.3156
2841.025,0.2002
2841.035,0.09
2841.145,0.135
2841.155,0.3477
2841.165,0.3388
2841.175,0.2314
2841.185,0.2452
2841.195,0.3027
2841.205,0.3317
2841.215,0.1874
2841.225,0.1681
2841.235,0.3356
2841.245,0.3876
2841.255,0.2712
2841.265,0.3591
2841.275,0.6726
2841.285,0.9414
2841.295,0.894
2841.305,0.5866
2841.315,0.4196
2841.325,0.4288
2841.335,0.4309
2841.345,0.4625
2841.355,0.7248
2841.365,0.6858
2841.375,0.3675
2841.385,0.3317
2841.395,0.2084
2841.405,0.2312
2841.415,0.2079
2841.425,0.1306
2841.435,0.1766
2841.445,0.1973
2841.455,0.2538
2841.465,0.3752
2841.475,0.2928
2841.485,0.3198
2841.495,0.3217
2841.505,0.4022
2841.515,0.3528
2841.525,0.2594
2841.535,0.1913
2841.545,0.1684
2841.555,0.3422
2841.565,0.593
2841.575,0.5196
2841.585,0.2628
2841.595,0.3596
2841.605,0.5504
2841.615,0.5781
2841.625,0.4557
2841.635,0.3782
2841.645,0.3308
2841.655,0.2732
2841.665,0.1331
2841.675,0.08
2841.695,0.095
2841.705,0.2139
2841.745,0.1062
2841.755,0.2024
2841.765,0.1347
2841.775,0.1386
2841.875,0.115
2841.885,0.3147
2841.895,0.2697
2841.905,0.2884
2841.915,0.3778
2841.925,0.4236
2841.935,0.424
2841.945,0.293
2841.955,0.2982
2841.965,0.3386
2841.985,0.361
2841.995,0.3948
2842.005,0.3996
2842.015,0.374
2842.025,0.3843
2842.035,0.2362
2842.045,0.1349
2842.055,0.2843
2842.065,0.3748
2842.075,0.37
2842.085,0.4049
2842.095,0.4055
2842.105,0.4313
2842.115,0.4862
2842.125,0.5757
2842.135,0.4371
2842.145,0.4661
2842.155,0.6866
2842.165,1.0596
2842.175,1.262
2842.185,0.6619
2842.225,0.2457
2842.235,0.2386
2842.245,0.1868
2842.255,0.1955
2842.265,0.1719
2842.275,0.1721
2842.285,0.3037
2842.295,0.5031
2842.305,0.7041
2842.315,0.7894
2842.325,0.861
2842.335,1.0676
2842.345,1.048
2842.355,0.6579
2842.365,0.3879
2842.375,0.2764
2842.385,0.3025
2842.395,0.3507
2842.405,0.3527
2842.415,0.5326
2842.425,0.6523
2842.435,0.4019
2842.445,0.1904
2842.475,0.1191
2842.495,0.0733
2842.505,0.1033
2842.545,0.1165
2842.555,0.1129
2842.575,0.252
2842.585,0.4192
2842.595,0.4514
2842.605,0.5243
2842.615,0.6519
2842.625,0.4888
2842.635,0.1567
2842.645,0.2525
2842.655,0.4183
2842.665,0.5049
2842.675,0.4783
2842.685,0.5039
2842.695,0.3917
2842.705,0.2634
2842.715,0.2277
2842.725,0.2851
2842.735,0.3038
2842.745,0.231
2842.755,0.1832
2842.765,0.1959
2842.775,0.0959
2842.815,0.1489
2842.825,0.2138
2842.835,0.2642
2842.845,0.276
2842.855,0.1209
2842.885,0.1342
2842.895,0.181
2842.905,0.078
2842.935,0.296
2842.945,0.2954
2842.955,0.2858
2842.965,0.3251
2842.975,0.3345
2842.985,0.4059
2842.995,0.2865
2843.005,0.269
2843.015,0.4624
2843.025,0.5377
2843.035,0.5604
2843.045,0.4233
2843.055,0.3262
2843.065,0.2263
2843.075,0.1467
2843.085,0.122
2843.115,0.2803
2843.125,0.4753
2843.135,0.4887
2843.145,0.4787
2843.155,0.4949
2843.165,0.383
2843.175,0.3685
2843.185,0.4036
2843.195,0.4996
2843.205,0.6932
2843.215,1.153
2843.225,2.1561
2843.235,2.4148
2843.245,1.8439
2843.255,1.447
2843.265,1.1323
2843.275,0.6767
2843.285,0.4631
2843.295,0.3495
2843.305,0.3991
2843.315,0.352
2843.325,0.4321
2843.335,0.3736
2843.345,0.3869
2843.355,0.372
2843.365,0.2752
2843.375,0.2267
2843.385,0.244
2843.405,0.1733
2843.415,0.2326
2843.425,0.2533
2843.435,0.3834
2843.445,0.5736
2843.455,0.68
2843.465,0.6593
2843.475,0.6244
2843.485,0.4785
2843.495,0.3965
2843.505,0.3465
2843.515,0.309
2843.525,0.3725
2843.535,0.6461
2843.545,0.702
2843.555,0.3794
2843.565,0.1943
2843.575,0.2043
2843.635,0.1744
2843.645,0.1322
2843.675,0.1166
2843.685,0.1264
2843.695,0.1514
2843.705,0.193
2843.715,0.254
2843.725,0.1658
2843.735,0.3265
2843.745,0.471
2843.755,0.3368
2843.765,0.1925
2843.775,0.2219
2843.785,0.1711
2843.795,0.1471
2843.805,0.1224
2843.845,0.0862
2843.855,0.0851
2843.875,0.2074
2843.885,0.2311
2843.895,0.106
2843.935,0.2216
2843.945,0.2586
2843.955,0.3021
2843.965,0.2301
2843.975,0.276
2843.985,0.2937
2843.995,0.4953
2844.005,0.5253
2844.015,0.3383
2844.035,0.1074
2844.045,0.0955
2844.065,0.1131
2844.075,0.1847
2844.085,0.1746
2844.095,0.2584
2844.105,0.2947
2844.115,0.215
2844.125,0.1463
2844.135,0.1806
2844.145,0.2489
2844.155,0.3696
2844.165,0.4049
2844.175,0.3729
2844.185,0.3865
2844.195,0.457
2844.205,0.4334
2844.215,0.6566
2844.225,0.8772
2844.235,0.9388
2844.245,0.8398
2844.255,0.6262
2844.265,0.3227
2844.275,0.3282
2844.285,0.2423
2844.295,0.1416
2844.305,0.2403
2844.315,0.3312
2844.325,0.2087
2844.355,0.1185
2844.375,0.0913
2844.385,0.1233
2844.395,0.0956
2844.445,0.1535
2844.455,0.2108
2844.465,0.4662
2844.475,0.6925
2844.485,0.8258
2844.495,0.8391
2844.505,0.8271
2844.515,0.5832
2844.525,0.1971
2844.575,0.191
2844.585,0.191
2844.595,0.0879
2844.625,0.1448
2844.645,0.1168
2844.655,0.1487
2844.665,0.1382
2844.695,0.1737
2844.705,0.256
2844.715,0.317
2844.725,0.3251
2844.735,0.1772
2844.745,0.0945
2844.755,0.2533
2844.765,0.3537
2844.775,0.3236
2844.785,0.4278
2844.795,0.614
2844.805,0.6363
2844.815,0.814
2844.825,0.8401
2844.835,0.8982
2844.845,0.7334
2844.865,0.7537
2844.875,0.5223
2844.895,0.1762
2844.905,0.1612
2844.915,0.3231
2844.925,0.3968
2844.935,0.4885
2844.945,0.5832
2844.955,0.6131
2844.965,0.7189
2844.975,0.5474
2844.985,0.1249
2845.035,0.1662
2845.045,0.2083
2845.055,0.2985
2845.065,0.3701
2845.075,0.3978
2845.085,0.4366
2845.095,0.3981
2845.105,0.509
2845.115,0.6181
2845.125,0.6882
2845.135,0.6822
2845.145,0.5525
2845.155,0.3264
2845.165,0.4206
2845.175,0.4943
2845.185,0.3598
2845.195,0.2179
2845.205,0.3008
2845.215,0.3108
2845.225,0.2758
2845.235,0.3144
2845.245,0.1683
2845.255,0.1529
2845.265,0.1171
2845.275,0.1562
2845.285,0.1797
2845.315,0.2096
2845.325,0.3864
2845.335,0.5971
2845.345,0.8328
2845.355,0.8866
2845.365,0.6145
2845.375,0.3374
2845.385,0.1476
2845.445,0.2018
2845.455,0.1919
2845.465,0.1479
2845.475,0.1165
2845.495,0.3066
2845.505,0.533
2845.515,0.5662
2845.525,0.3748
2845.535,0.1109
2845.575,0.1503
2845.585,0.261
2845.595,0.1918
2845.605,0.1301
2845.615,0.134
2845.625,0.1035
2845.655,0.1965
2845.665,0.1054
2845.695,0.223
